idiom,explanation,original_sentence,original_paraphrase
鼎鼎,很,白石寨城里，麻子铁匠铺是鼎鼎有名的。,白石寨城里，麻子铁匠铺是很有名气的。
青堂,大,他远远看了看青堂瓦舍的田家大院，冷笑了一声，却向福运的那三间厦房走去。,他远远看了看大瓦房的田家大院，冷笑了一声，却向福运的那三间厦房走去。
舍,房,他远远看了看青堂瓦舍的田家大院，冷笑了一声，却向福运的那三间厦房走去。,他远远看了看大瓦房的田家大院，冷笑了一声，却向福运的那三间厦房走去。
文章,功夫,她被我们容易接受的也只是表面文章：一些生活的细节，再进一步抑或还有些环境,她被我们容易接受的也只是表面功夫：一些生活的细节，再进一步抑或还有些环境
神差,见,他从上海返回省城时，象神差鬼使似地，碰巧又在火车站遇见了金富。,他从上海返回省城时，象见鬼了似地，碰巧又在火车站遇见了金富。
使,了,他从上海返回省城时，象神差鬼使似地，碰巧又在火车站遇见了金富。,他从上海返回省城时，象见鬼了似地，碰巧又在火车站遇见了金富。
面有菜,脸,就在这一年，兰香扯开了身条，象一棵小白杨一般端庄和苗条；尽管穿戴破烂，面有菜色，但一看就知道能出挑成个漂亮姑娘。,就在这一年，兰香扯开了身条，象一棵小白杨一般端庄和苗条；尽管穿戴破烂，脸色难看，但一看就知道能出挑成个漂亮姑娘。
水火不相容,争吵,杨百顺原以为师娘过门之后，与老曾的两个儿子会水火不相容，他好鹬蚌相争，渔人得利。,杨百顺原以为师娘过门之后，与老曾的两个儿子会争吵，他好捡漏。
鹬蚌相争渔人得利,捡漏,杨百顺原以为师娘过门之后，与老曾的两个儿子会水火不相容，他好鹬蚌相争，渔人得利。,杨百顺原以为师娘过门之后，与老曾的两个儿子会争吵，他好捡漏。
言,以表达,金秀本来不想让兰香去，但她有口难言。,金秀本来不想让兰香去，但她难以表达。
仰之弥高钻之弥坚,很有实力,夫还可教些，因为教授的博士帽是“仰之弥高，钻之弥坚”，很自认为教人,夫还可教些，因为教授的博士帽是很有实力，很自认为教人
孙山,榜,运多外，历代寒窗苦读而多名落孙山，只能做穷教书先生。,运多外，历代寒窗苦读而多落榜，只能做穷教书先生。
得益彰,互配合,那么水乳交融、相得益彰、相辅相成，既是实干家，又是领导者；既是一员,那么融洽、相互配合、帮助，既是实干家，又是领导者；既是一员
迎刃而,顺利,把爱情放在一边不说，他眼下起码就不会有这么多熬煎了，反正到时一切生活方面的问题都会迎刃而解的。,把爱情放在一边不说，他眼下起码就不会有这么多熬煎了，反正到时一切生活方面的问题都会顺利解决的。
君子,贤者,古语说，“君子之交谈如水”；又有一句话说，“夫妇相敬如宾”。,古语说，“贤者之间的交情谈如水”；又有一句话说，“夫妇相互尊敬”。
大擂,牛要,上次你不是大吹大擂搬到小书房去睡么，好，这次我来一看，你又搬回去了，自个儿照料自己，到底也不大容易。”,上次你不是吹牛要搬到小书房去睡么，好，这次我来一看，你又搬回去了，自个儿照料自己，到底也不大容易。”
盛极,出名过,今天中国的舞蹈家可谓盛极一时，崔美善是当今的一位“公孙大娘”。,今天中国的舞蹈家可谓出名过一段时间，崔美善是当今的一位“公孙大娘”
十里洋,繁荣的市,当年数遍了上海十里洋场，大概只有米高梅五虎将中的老大吴喜奎还能和她唱个对,当年数遍了上海繁荣的市场，大概只有米高梅五虎将中的老大吴喜奎还能和她唱个对
长话短,简要的说,“大嫂，我喜欢开门见山，咱就长话短说吧。,“大嫂，我喜欢直接点，咱就简要的说说吧。
岁,耐,这东西跟蚊子臭虫算得小饭店里的岁寒三友，现在刚是深秋天气，还显不出它们的后凋劲节。,这东西跟蚊子臭虫算得小饭店里的耐寒的东西，现在刚是深秋天气，还显不出它们的后凋劲节。
三友,的东西,这东西跟蚊子臭虫算得小饭店里的岁寒三友，现在刚是深秋天气，还显不出它们的后凋劲节。,这东西跟蚊子臭虫算得小饭店里的耐寒的东西，现在刚是深秋天气，还显不出它们的后凋劲节。
骨嶙嶙,弱,大爷凄惨地大叫着，瘦骨嶙嶙的身体在栓马车上激烈扭动。,大爷凄惨地大叫着，瘦弱的身体在栓马车上激烈扭动。
膘肥,身,小黑猫如今也长成了大黑猫，正到了充满活力的年龄，膘肥体壮，四肢强健，两只眼睛闪着金色的光芒。,小黑猫如今也长成了大黑猫，正到了充满活力的年龄，身体强壮，四肢强健，两只眼睛闪着金色的光芒。
惧,害怕,只有太后临危不惧，处变不惊，仍慢条斯理，坚持三叩九拜，把香上完。,只有太后面临危险毫不害怕，处变不惊，仍慢慢的，坚持三叩九拜，把香上完。
条斯理,慢的,只有太后临危不惧，处变不惊，仍慢条斯理，坚持三叩九拜，把香上完。,只有太后面临危险毫不害怕，处变不惊，仍慢慢的，坚持三叩九拜，把香上完。
声匿迹,失身影,可那老头儿从此消声匿迹，再没出现过。,可那老头儿从此消失身影，再没出现过。
滔天,极大,马桑镇血案后的第二天，知县坐在签押房里，亲笔起草电文，要向莱州府知府曹桂、菜青道道台谭榕、山东巡抚袁世凯报告德国人在高密犯下的滔天罪行。,马桑镇血案后的第二天，知县坐在签押房里，亲笔起草电文，要向莱州府知府曹桂、菜青道道台谭榕、山东巡抚袁世凯报告德国人在高密犯下的极大罪行。
作壁上,站在一旁,这以后，舅舅从美国带给我一对精装笔盒，华贵则华贵矣，只作壁上观，不能操持日常家务。,这以后，舅舅从美国带给我一对精装笔盒，华贵则华贵矣，只站在一旁观望，不能操持日常家务。
好,贪图安,她常将家中寄来的用品，主动给我用，我认为她在用好逸恶劳的习惯影响人；有好吃的，她亲热地给我尝尝，我以为这是糖衣炮弹的侵袭；每当她在闲谈中，有非议贫农和嘲笑知青的，我就悄悄地记录下来。,她常将家中寄来的用品，主动给我用，我认为她在用贪图安逸，厌恶劳动的习惯影响人；有好吃的，她亲热地给我尝尝，我以为这是讨好的侵袭；每当她在闲谈中，有非议贫农和嘲笑知青的，我就悄悄地记录下来。
公平,#,“原来以为坐班车是公平合理，单位头头的关心，谁知是沾了人家小姨子的光，以后每天坐车，不都得想起小姨子！”,原来以为坐班车是#合理的，单位头头的关心，谁知是沾了人家小姨子的光，以后每天坐车，不都得想起小姨子！”
锱铢必,太计,他不能同人锱铢必较的算账，不过单是这缺点，也就使这人变成更可爱的人了。,他不能同人太计较的算账，不过单是这缺点，也就使这人变成更可爱的人了。
死拼活,劲全力,提起俊德，那是个没名堂的人，生了三个女儿却一定要生个男娃，拼死拼活是生下了，被罚款了三千元，家境原本不好，这下弄得连盐都吃不起，就去了省城拾破烂。,提起俊德，那是个没名堂的人，生了三个女儿却一定要生个男娃，拼劲全力是生下了，被罚款了三千元，家境原本不好，这下弄得连盐都吃不起，就去了省城拾破烂。
勇双全,谋,老舍总希望有个平和的社会，干净、美丽的自然环境与智勇双全、勤勉、文明的人三者相结合的生存空间。,老舍总希望有个平和的社会，干净、美丽的自然环境与有智谋、勤勉、文明的人三者相结合的生存空间。
百里,精心,是个神枪手，我看也是百里挑一，他既然对你有意，你还犹豫什么？,是个神枪手，我看也是精心挑选，他既然对你有意，你还犹豫什么？
一,选,是个神枪手，我看也是百里挑一，他既然对你有意，你还犹豫什么？,是个神枪手，我看也是精心挑选，他既然对你有意，你还犹豫什么？
不副,气和,可是如今一切恰恰同所估计的相反，即素日闻名仅仅只这俱乐部才有的白铁烧酒，如今喝到口里，也像有点名不副实，故一面喝酒一面很少说话。,可是如今一切恰恰同所估计的相反，即素日闻名仅仅只这俱乐部才有的白铁烧酒，如今喝到口里，也像名气和实力相符，故一面喝酒一面很少说话。
慈悲,善心,而当你不忍心再折磨它的时候，就可以立刻大发慈悲，使它“归零”休息。,而当你不忍心再折磨它的时候，就可以立刻发善心，使它“归零”休息。
深不可,难以,现代的山盟海誓是多么具体又多么现实，那能实现盟誓的不用欢喜，那不能实现盟誓的也不用悲伤，因为大海像人与人之间的距离，又远又近，深不可测。,现代的誓言是多么具体又多么现实，那能实现盟誓的不用欢喜，那不能实现盟誓的也不用悲伤，因为大海像人与人之间的距离，又远又近，难以测量。
枝,树叶,唯那老树枝繁叶茂，每一片叶子都在摇动，但没有声音。,唯那老树树叶繁茂，每一片叶子都在摇动，但没有声音。
地,着,他又没雇过人，自个儿到晓市儿上买点儿旧扳指啦唔的，零敲碎打地做点儿小首饰，再自个儿找地儿卖，一辈子连洋车都没舍得坐过，就指着两条腿跑！,他又没雇过人，自个儿到晓市儿上买点儿旧扳指啦唔的，敲打着做点儿小首饰，再自个儿找地儿卖，一辈子连洋车都没舍得坐过，就指着两条腿跑！
宏大度,容,饭后谈起苏小姐和曹元朗订婚的事，辛楣宽宏大度地说：“这样最好。,饭后谈起苏小姐和曹元朗订婚的事，辛楣宽容地说：“这样最好。|
石破天,新奇,也许我那一些内行人决不会说的石破天惊的奇谈怪论，对她有了点用处？,也许我那一些内行人决不会说的新奇惊人的奇怪的谈论，对她有了点用处？
前非,变过错,一来二去，那闺女竟也爱了他，但强调，只有痛改前非，才跟他。,多次，那闺女竟也爱了他，但强调，只有改变过错，才跟他。
毛遂,主动引荐,当时与我竞争想给孬舅捏包的，有好几位：剃头匠六指，他说他多生的一根指头，就是专为领导搔痒的、捏包的，毛遂自荐，想给孬舅试试。,当时与我竞争想给孬舅捏包的，有好几位：剃头匠六指，他说他多生的一根指头，就是专为领导搔痒的、捏包的，主动引荐自己，想给孬舅试试。
荐,己,当时与我竞争想给孬舅捏包的，有好几位：剃头匠六指，他说他多生的一根指头，就是专为领导搔痒的、捏包的，毛遂自荐，想给孬舅试试。,当时与我竞争想给孬舅捏包的，有好几位：剃头匠六指，他说他多生的一根指头，就是专为领导搔痒的、捏包的，主动引荐自己，想给孬舅试试。
之如饴,甜,总想为朋友在春季送上一束散逸着淡淡清香的花，在盛夏送上一杯甘之如饴的泉水，在深秋送上一片着意采摘的枫叶，在寒冬送上一份相属相知的问候……,总想为朋友在春季送上一束散逸着淡淡清香的花，在盛夏送上一杯甘甜的泉水，在深秋送上一片着意采摘的枫叶，在寒冬送上一份相属相知的问候……
酣然,进,但是，对于这种吵闹，沿江的情侣们没有一个会回过头来观看，街边老屋里刚刚入睡的居民也许会醒，却嘟哝一声翻个身又酣然入梦。,但是，对于这种吵闹，沿江的情侣们没有一个会回过头来观看，街边老屋里刚刚入睡的居民也许会醒，却嘟哝一声翻个身又进入梦香。
遐迩闻,著,意大利文艺复兴时期杰出的画家波提切利从这些诗句中受到启发，构思出一幅遐迩闻名的杰作《维纳斯的诞生》。,意大利文艺复兴时期杰出的画家波提切利从这些诗句中受到启发，构思出一幅著名的杰作《维纳斯的诞生》。
怏怏,心情,阴（怏怏不乐，一直合着眼空主地拍着渔鼓。,阴（心情不好，一直合着眼空主地拍着渔鼓。
乐,好,阴（怏怏不乐，一直合着眼空主地拍着渔鼓。,阴（心情不好，一直合着眼空主地拍着渔鼓。
飞沙走石的,风,顶楼平台上是风声浩荡，扫起了地上的土，飞沙走石的势态。,顶楼平台上是风声浩荡，扫起了地上的土，风势狂暴。
态,狂暴,顶楼平台上是风声浩荡，扫起了地上的土，飞沙走石的势态。,顶楼平台上是风声浩荡，扫起了地上的土，风势狂暴。
世,时,歌海无涯，歌喉无忌，但大家怎么又唱起了洪湖水浪打浪，乱世英雄起四方？,歌海无涯，歌喉无忌，但大家怎么又唱起了洪湖水浪打浪，混乱时英雄出现？
起四方,出现,歌海无涯，歌喉无忌，但大家怎么又唱起了洪湖水浪打浪，乱世英雄起四方？,歌海无涯，歌喉无忌，但大家怎么又唱起了洪湖水浪打浪，混乱时英雄出现？
夫唱妇,相互跟,一般是一对夫妻带领着一个孩子，夫唱妇随，孩子披着一件小猫衣，把一声声的猫叫穿插在他们的歌唱中。,一般是一对夫妻带领着一个孩子，相互跟随，孩子披着一件小猫衣，把一声声的猫叫穿插在他们的歌唱中。
呕,费劲,十多年来，为新生的共和国文化建设，呕心沥血，放弃自己的创作，全身心地投入新中国的文化建设，为中外文化交流，为培养新中国的作家群，为指导群众文化，为保护祖国文化遗产，茅盾几乎都是不遗余力的，现在竟然成了“死人”？,十多年来，为新生的共和国文化建设，费劲心血，放弃自己的创作，全身心地投入新中国的文化建设，为中外文化交流，为培养新中国的作家群，为指导群众文化，为保护祖国文化遗产，茅盾几乎都是不费力气的，现在竟然成了“死人”？
遗余,费,十多年来，为新生的共和国文化建设，呕心沥血，放弃自己的创作，全身心地投入新中国的文化建设，为中外文化交流，为培养新中国的作家群，为指导群众文化，为保护祖国文化遗产，茅盾几乎都是不遗余力的，现在竟然成了“死人”？,十多年来，为新生的共和国文化建设，费劲心血，放弃自己的创作，全身心地投入新中国的文化建设，为中外文化交流，为培养新中国的作家群，为指导群众文化，为保护祖国文化遗产，茅盾几乎都是不费力气的，现在竟然成了“死人”？
应声,寄生,胡四（应声虫，一嘴的谎）是，是啊，导演说今天我不来，片子就不能拍了。,胡四（寄生虫，一嘴的谎）是，是啊，导演说今天我不来，片子就不能拍了
患难,相互扶持的,王昭君（入神地听着，深思地）他们是这样的患难夫妻啊！,王昭君（入神地听着，深思地）他们是这样的相互扶持的夫妻啊！
雷打,永远,看电视是带灯雷打不动的习惯了，尤其在晚上。,看电视是带灯永远不变的习惯了，尤其在晚上。
动,变,看电视是带灯雷打不动的习惯了，尤其在晚上。,看电视是带灯永远不变的习惯了，尤其在晚上。
图报,之情,惟膀子疼痛利害，举箸投笔，诸多不便，大约大去之期不远矣”的信后萌动创作契机，文章通过当年父亲为自己买桔子的背影的忆念，倾吐了今天儿子对父亲的感恩图报之情。,惟膀子疼痛利害，举箸投笔，诸多不便，大约大去之期不远矣”的信后萌动创作契机，文章通过当年父亲为自己买桔子的背影的忆念，倾吐了今天儿子对父亲的感恩之情之情。
扫地,赶,"""蒲绶昌笑笑说，""不过呢，我蒲绶昌决没有那么狠的心，往后抬头不见低头见，都是玉器行里的人，我哪儿能把你们扫地出门、斩尽杀绝呢？","""蒲绶昌笑笑说，""不过呢，我蒲绶昌决没有那么狠的心，往后抬头不见低头见，都是玉器行里的人，我哪儿能把你们赶出门、逼入绝境呢？"
斩尽杀,逼入,"""蒲绶昌笑笑说，""不过呢，我蒲绶昌决没有那么狠的心，往后抬头不见低头见，都是玉器行里的人，我哪儿能把你们扫地出门、斩尽杀绝呢？","""蒲绶昌笑笑说，""不过呢，我蒲绶昌决没有那么狠的心，往后抬头不见低头见，都是玉器行里的人，我哪儿能把你们赶出门、逼入绝境呢？"
天有不测风云,灾祸的发生,他还用高小里学过的成语补充说：“天有不测风云，人有旦夕祸福……”,他还用高小里学过的成语补充说：灾祸的发生，事先是无法预料的。
人有旦夕祸福,事先是无法预料的。,他还用高小里学过的成语补充说：“天有不测风云，人有旦夕祸福……”,他还用高小里学过的成语补充说：灾祸的发生，事先是无法预料的。
眼中釘肉中刺,人,所以傳教士成了縣官的眼中釘，肉中刺。,所以傳教士成了縣官针对的人。
通有无,交换,萧育王大人，现在汉、匈互通有无，“关市”大开，匈奴人学汉语、学,萧育王大人，现在汉、匈相互交换，“关市”大开，匈奴人学汉语、学
山,他,如今放虎归山，你看他逞强逞能到什么地,如今放归他，你看他逞强逞能到什么地
无,气，没有,于，我跟他打过多年的仗，他有勇无谋，不成大事。,于，我跟他打过多年的仗，他只有勇气，没有谋略，不成大事。
悔过自,下定决心重,他没有后悔自己的行动，不去盘算明天他该悔过自新，作个使人敬重的人。,他没有后悔自己的行动，不去盘算明天他该下定决心重新做人，作个使人敬重的人。
去无几,距不大,斜川的将略跟一般儒将相去无几而他的诗即使不是儒将作的，也算得好了。,斜川的将略跟一般儒将相距不大而他的诗即使不是儒将作的，也算得好了。
领,事,多么凶恶的姿态，他们的那点看家本领，我们是彻底摸透了的。,多么凶恶的姿态，他们的那点本事，我们是彻底摸透了的。
道中落,境贫寒,他知道他們現在家道中落，但沒想到別有用心。,他知道他們現在家境贫寒，但沒想到另有别的坏打算。
別,另,他知道他們現在家道中落，但沒想到別有用心。,他知道他們現在家境贫寒，但沒想到另有别的坏打算。
用心,别的坏打算,他知道他們現在家道中落，但沒想到別有用心。,他知道他們現在家境贫寒，但沒想到另有别的坏打算。
三十三天之後,最高的时候,段祺瑞的安福系政府正好在三十三天之後垮了台。,段祺瑞的安福系政府正好在最高的时候垮了台。
访,咨询,再然后去另一村子的一户人家访贫问苦。,再然后去另一村子的一户人家咨询贫困情况。
问苦,困情况,再然后去另一村子的一户人家访贫问苦。,再然后去另一村子的一户人家咨询贫困情况。
投其所,根据他的喜,你平日啥事都投其所好，到关键时候了，你却给他撂挑子……”上善说：“天义叔你知道我的事啦？,你平日啥事都根据他的喜好讨好他，到关键时候了，你却给他撂挑子……”上善说：“天义叔你知道我的事啦？
令,吸引,(她的父亲——鲁贵——约莫有四十多岁的样子，神气萎缩，最令人注目的是粗而乱的眉毛同,(她的父亲——鲁贵——约莫有四十多岁的样子，神气萎缩，最吸引人目光的是粗而乱的眉毛同
恍惚,不安定,他这时想起有一部爱情小说，他才看了一半，使他心神恍惚。,他这时想起有一部爱情小说，他才看了一半，使他心神不安定。
非命,遭难,有一次，老克腊对王琦瑶说，他怀疑自己其实是四十年前的人，大约是死于非命，再转世投胎，前线未尽，便旧景难忘。,有一次，老克腊对王琦瑶说，他怀疑自己其实是四十年前的人，大约是死于遭难，再转世投胎，前线未尽，便旧景难忘。
普渡,引导,我宁愿认为我生活在一片宁静的土地上，而月亮住在天堂，它穿过茫茫黑夜以光明普渡众生。,我宁愿认为我生活在一片宁静的土地上，而月亮住在天堂，它穿过茫茫黑夜以光明引导众人。
生,人,我宁愿认为我生活在一片宁静的土地上，而月亮住在天堂，它穿过茫茫黑夜以光明普渡众生。,我宁愿认为我生活在一片宁静的土地上，而月亮住在天堂，它穿过茫茫黑夜以光明引导众人。
将,诚,西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要将心比心就可以了。,西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要诚心相待就可以了。
比心,相待,西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要将心比心就可以了。,西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要诚心相待就可以了。
据理,竭,尽管一年来苗凯一直顽强地为高凤阁“据理力争”，拖延着想从轻处理，但中纪委工作组秉公执纪，寸步不让，一定要严惩这位渎职的行署专员。,尽管一年来苗凯一直顽强地为高凤阁“竭力维护”，拖延着想从轻处理，但中纪委工作组秉公执纪，一点也不让步，一定要严惩这位渎职的行署专员。
争,维护,尽管一年来苗凯一直顽强地为高凤阁“据理力争”，拖延着想从轻处理，但中纪委工作组秉公执纪，寸步不让，一定要严惩这位渎职的行署专员。,尽管一年来苗凯一直顽强地为高凤阁“竭力维护”，拖延着想从轻处理，但中纪委工作组秉公执纪，一点也不让步，一定要严惩这位渎职的行署专员。
寸步,一点也,尽管一年来苗凯一直顽强地为高凤阁“据理力争”，拖延着想从轻处理，但中纪委工作组秉公执纪，寸步不让，一定要严惩这位渎职的行署专员。,尽管一年来苗凯一直顽强地为高凤阁“竭力维护”，拖延着想从轻处理，但中纪委工作组秉公执纪，一点也不让步，一定要严惩这位渎职的行署专员。
绝人寰,痛,"在中国的""乡村和城市，惨绝人寰的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""千千万万的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""狂轰滥炸一点儿也不亚于伦敦。","在中国的""乡村和城市，惨痛的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""众多的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""疯狂打击下一点儿也不亚于伦敦。"
轰滥炸,打击下,"在中国的""乡村和城市，惨绝人寰的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""千千万万的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""狂轰滥炸一点儿也不亚于伦敦。","在中国的""乡村和城市，惨痛的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""众多的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""疯狂打击下一点儿也不亚于伦敦。"
返,错改正了,在这一过程中，又有一些女孩子迷途知返。,在这一过程中，又有一些女孩子知错改正了。
笼络,拉拢,我总觉得，这多半是一种笼络人心的言语贿赂，既糟蹋了青年，又糟蹋了真理。,我总觉得，这多半是一种拉拢人心的言语贿赂，既糟蹋了青年，又糟蹋了真理。
攻自破,起打击,小孔突然就觉得自己的身体有了微妙的却又是深刻的变化，是那种不攻自破的情态。,孔突然就觉得自己的身体有了微妙的却又是深刻的变化，是那种经不起打击的情态。
奄奄奄奄一息,很弱,挣扎的结果给小马带来了绝望，他气息奄奄，奄奄一息。,挣扎的结果给小马带来了绝望，他气息很弱。
隔,各,他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是隔行如隔山。”,他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是各行职业专业不同。”
如隔山,职业专业不同,他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是隔行如隔山。”,他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是各行职业专业不同。”
红杏,女人,儿子无能，怨不得红杏出墙；女人吗，年轻吗；年轻腰馋，不算毛病。,儿子无能，怨不得女人出轨；女人吗，年轻吗；年轻腰馋，不算毛病
墙,轨,儿子无能，怨不得红杏出墙；女人吗，年轻吗；年轻腰馋，不算毛病。,儿子无能，怨不得女人出轨；女人吗，年轻吗；年轻腰馋，不算毛病
得,找,至于原来的办事人，我早就觉得都不行，可是人才难得，一时间更不容易找，就一天一天搁着；现在不能再挨下去了。,至于原来的办事人，我早就觉得都不行，可是人才难找，一时间更不容易找，就一天一天搁着；现在不能再挨下去了。
风刀霜剑冰雪严寒,恶劣的天气,"风刀霜剑、冰雪严寒并没有割断燕园通往""博雅""宅的路，楚雁潮依然如约前""来，信守着和新月的爱情，也信守着和韩太太的协定；他不再惶恐，极力让自己坦然""地来，坦然地走。","恶劣的天气并没有割断燕园通往""博雅""宅的路，楚雁潮依然如约前""来，信守着和新月的爱情，也信守着和韩太太的协定；他不再惶恐，极力让自己坦然""地来，坦然地走。"
无边,很大,这候补仙人，既然法力无边，天上五龙诸神，皆尊敬畏怖，有所震慑，一经吩咐，不敢不从。,这候补仙人，既然法力很大，天上五龙诸神，皆尊敬畏怖，有所震慑，一经吩咐，不敢不从。
权衡,考虑,“破耳朵”与我对视良久，显然它也在权衡利弊，我超过五百斤的体重，我,“破耳朵”与我对视良久，显然它也在考虑利弊，我超过五百斤的体重，我
口无凭,说没有证据,如果我把四老爷和九老爷亲兄弟反目之后，连吃饭时都用一只手紧紧攥着手枪随时准备开火的情景拍下来，我会让你大吃一惊，遗憾的是我的照相机出了毛病，空口无凭，我怎么说你都不会相信。,如果我把四老爷和九老爷亲兄弟反目之后，连吃饭时都用一只手紧紧攥着手枪随时准备开火的情景拍下来，我会让你吃惊，遗憾的是我的照相机出了毛病，空说没有证据，我怎么说你都不会相信。
十八,了,没有人会相信春来能出落成今天的这副模样，什么叫女大十八变?,没有人会相信春来能出落成今天的这副模样，什么叫女孩长大了变化很大?
独,能,做买卖，就是认钱不认人，谁的能耐大，谁就独霸一方。,做买卖，就是认钱不认人，谁的能耐大，谁就能霸占一方。
迅雷不及掩耳,极快,生命在迅雷不及掩耳的一瞬中结束了，他倒在那残破的宝船上，滚热的鲜血把琢玉人和碎玉连成一体！,生命在极快的一瞬中结束了，他倒在那残破的宝船上，滚热的鲜血把琢玉人和碎玉连成一体！
连锁,一系列,"""她的这种情绪，当然要引起连锁反应！","""她的这种情绪，当然要引起一系列反应！"
如死灰,色难看,那些娘娘们，有的面如死灰，有的大张着黑洞般的嘴巴。,那些娘娘们，有的面色难看，有的大张着黑洞般的嘴巴。
用,费尽,“嗨，本官用心良苦，惟有皇天可鉴。,“嗨，本官费尽心思，惟有皇天可鉴。
良苦,思,“嗨，本官用心良苦，惟有皇天可鉴。,“嗨，本官费尽心思，惟有皇天可鉴。
多,又,！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能多快好省，还可以消除一切可能产生的矛盾。,！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能又快又省钱，还可以消除一切可能产生的矛盾。
好,又,！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能多快好省，还可以消除一切可能产生的矛盾。,！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能又快又省钱，还可以消除一切可能产生的矛盾。
怜,讨食物,既不能把自己缩小，各处钻营学一只狗摇尾乞怜，又不能把自己放大，到各处地方各样机会上去大吹特吹：生活方便法门原是这两种，就是把卖文章作本行也少不了需要这样本领。,既不能把自己缩小，各处钻营学一只狗摇动着尾巴乞讨食物，又不能把自己放大，到各处地方各样机会上去大吹特吹：生活方便法门原是这两种，就是把卖文章作本行也少不了需要这样本领。
替,给,夫人，你还乡之后，把二弟的儿子过继过来一个，让他替你养老送终。,夫人，你还乡之后，把二弟的儿子过继过来一个，让他给你养老。
戈一,过来攻,右派分子白石头，这时反戈一击，也冲上去大骂猪蛋，说：,右派分子白石头，这时反过来攻击，也冲上去大骂猪蛋，说：
败,变,廉仲还有勇气，他知道后半夜能转败为胜，必不得已，他可以耍花活；似乎必得耍花活！,廉仲还有勇气，他知道后半夜能从失败转变为胜利，必然不能得止，他可以耍花活；似乎必得耍花活！
已,止,廉仲还有勇气，他知道后半夜能转败为胜，必不得已，他可以耍花活；似乎必得耍花活！,廉仲还有勇气，他知道后半夜能从失败转变为胜利，必然不能得止，他可以耍花活；似乎必得耍花活！
损无益,危害,这些霸占了文明主宰权的法老又喜欢征战，早在公元前十五世纪就已称霸西亚，过挤寸自己神秘的文明结构有损无益。,这些霸占了文明主宰权的法老又喜欢征战，早在公元前十五世纪就已称霸西亚，过挤寸自己神秘的文明结构只有危害。
爱,珍,我知道，恨水兄就是重气节，最富正义感，最爱惜羽毛的人。,我知道，恨水兄就是重气节，最富正义感，最珍惜自身的人。
羽毛,自身,我知道，恨水兄就是重气节，最富正义感，最爱惜羽毛的人。,我知道，恨水兄就是重气节，最富正义感，最珍惜自身的人。
者,望的人,这在文明的浅层意义上可说是“旁观者清”，在文明的深层意义上，彼此本是无形的联盟。,这在文明的浅层意义上可说是观望的人清楚，在文明的深层意义上，彼此本是无形的联盟。
一孔之,个人,“呆”是不明利害，“迂”是绕大弯儿，“腐”是顽固守旧，“学究”是指一孔之见。,“呆”是不明利害，“迂”是绕大弯儿，“腐”是顽固守旧，“学究”是指个人见解。
关,不出,从高佬的最后一个儿子出世后，蓝娘夜里就关门闭户不再等待高佬了。,从高佬的最后一个儿子出世后，蓝娘夜里就不出门不再等待高佬了。
骨髓,人心,莎士比亚、莫里哀、易卜生、契诃夫、斯坦尼、曹禺已深入骨髓，要上海戏剧学院的师生们弯下腰来去朝拜样板戏，几乎没有可能。,莎士比亚、莫里哀、易卜生、契诃夫、斯坦尼、曹禺已深深地刻入人心，要上海戏剧学院的师生们弯下腰来去朝拜样板戏，几乎没有可能。
颠倒,不分,可是在你面前，我可以说老实话；为什么我要昧了良心，跟着他们把是非颠倒，去欺骗同学呢！,可是在你面前，我可以说老实话；为什么我要昧了良心，跟着他们把是非不分，去欺骗同学呢！
