idiom,explanation,original_sentence,original_paraphrase
空口,只,"以色列政府或者不再象过去几年那样空口说白话宣称它将""冻结""定居点的扩充。","以色列政府或者不再象过去几年那样只说不做宣称它将""冻结""定居点的扩充。"
白话,不做,"以色列政府或者不再象过去几年那样空口说白话宣称它将""冻结""定居点的扩充。","以色列政府或者不再象过去几年那样只说不做宣称它将""冻结""定居点的扩充。"
由,从,我们曾期望这种政治分析不仅告诉我们还不知道的事情，而且由表及里，指出安理会工作的趋势、基本原理和理由。,我们曾期望这种政治分析不仅告诉我们还不知道的事情，而且从表面到深处，指出安理会工作的趋势、基本原理和理由。
及里,面到深处,我们曾期望这种政治分析不仅告诉我们还不知道的事情，而且由表及里，指出安理会工作的趋势、基本原理和理由。,我们曾期望这种政治分析不仅告诉我们还不知道的事情，而且从表面到深处，指出安理会工作的趋势、基本原理和理由。
排,清,市长抱怨说，对这一丑闻进行调查的真正目的不过是为了排除异己。,市长抱怨说，对这一丑闻进行调查的真正目的不过是为了清除这一类情况。
异己,这一类情况,市长抱怨说，对这一丑闻进行调查的真正目的不过是为了排除异己。,市长抱怨说，对这一丑闻进行调查的真正目的不过是为了清除这一类情况。
崇备至,重和敬佩,在非洲国家，无论由衷与否，几乎所有政府都将经济现代化奉为繁荣的基石和自身执政效率的衡量标准而推崇备至。许多国家夸耀自身金融基础设施的现代化，这种现代化的金融基础设施是以一整套法律、法规、会计、征信、支付和结算系统为基础建立的。,在非洲国家，无论由衷与否，几乎所有政府都将经济现代化奉为繁荣的基石和自身执政效率的衡量标准而极其推重和敬佩。许多国家夸耀自身金融基础设施的现代化，这种现代化的金融基础设施是以一整套法律、法规、会计、征信、支付和结算系统为基础建立的。
千,众多人,从那里，就会径直送往千家万户。,从那里，就会径直送往众多人家。
纹,动作没有,风拂着我的面颊，风帆纹丝不动，世界一片寂静。,风拂着我的面颊，风帆动作没有丝毫改变，世界一片寂静。
不动,毫改变,风拂着我的面颊，风帆纹丝不动，世界一片寂静。,风拂着我的面颊，风帆动作没有丝毫改变，世界一片寂静。
入,来武器并没有困难,弗吉尼亚理工大学在名义上甚至还是一个“禁止枪械进入的区域”，持枪歹徒还是能畅行无阻地把枪械带入。,弗吉尼亚理工大学在名义上甚至还是一个“禁止枪械进入的区域”，但是持枪歹徒带来武器并没有困难。
火眼金睛洞若观火,看的很明白,她们偏偏火眼金睛，洞若观火，男人的种种瑕疵劣迹，全都逃不过她们的法眼。,她们偏偏看的很明白，男人的种种瑕疵劣迹，全都逃不过她们的法眼。
近悦远,都,本店生意兴隆，顾客近悦远来。,本店生意兴隆，远近的顾客都来。
这么,做出,一旦你这么决定了，你应该立刻重新设计组织结构，这样泄密和游说就无机可乘。,一旦你做出决定，你应该立即执行重新评价：不要为泄密和游说留下机会。
刻,即执行,一旦你这么决定了，你应该立刻重新设计组织结构，这样泄密和游说就无机可乘。,一旦你做出决定，你应该立即执行重新评价：不要为泄密和游说留下机会。
设计组织结构这样,评价：不要为,一旦你这么决定了，你应该立刻重新设计组织结构，这样泄密和游说就无机可乘。,一旦你做出决定，你应该立即执行重新评价：不要为泄密和游说留下机会。
就无,留下,一旦你这么决定了，你应该立刻重新设计组织结构，这样泄密和游说就无机可乘。,一旦你做出决定，你应该立即执行重新评价：不要为泄密和游说留下机会。
可乘,会,一旦你这么决定了，你应该立刻重新设计组织结构，这样泄密和游说就无机可乘。,一旦你做出决定，你应该立即执行重新评价：不要为泄密和游说留下机会。
了,后,他的猫死了，他抽抽搭搭地哭了半天。,猫死后他哭了几个小时。
半天,几个小时,他的猫死了，他抽抽搭搭地哭了半天。,猫死后他哭了几个小时。
尸,占着职,教师中尸位素餐者众。,教师中占着职位不做事者众。
素餐,不做事,教师中尸位素餐者众。,教师中占着职位不做事者众。
害得失,益,她还强调指出，必须掌握渔业对于深海鱼类及其生态系统的影响并进行评估，以确定未来研究和评估工作的基线，弄清楚国际社会的利害得失，抓紧商定妥善措施。,她还强调指出，必须掌握渔业对于深海鱼类及其生态系统的影响并进行评估，以确定未来研究和评估工作的基线，弄清楚国际社会的利益，抓紧商定妥善措施。
勤,认真,所以，我平时更是勤学苦练，每次训练和比赛我从不落后。,所以，我平时更是认真学习、刻苦训练，每次训练和比赛我从不落后。
拨,扭转,在中国，这是一种觉醒与回归，熟悉上的拨乱反正。,在中国，这是一种觉醒与回归，熟悉上的扭转乱象，归于正道。
反,象，归于,在中国，这是一种觉醒与回归，熟悉上的拨乱反正。,在中国，这是一种觉醒与回归，熟悉上的扭转乱象，归于正道。
怀疑,不信任,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
是否,的,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
无私,性,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
并害怕提供,或者担心,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
可能,的运送,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
破坏它,损害他,交战各方可能怀疑人道主义工作人员是否公正无私，并害怕提供人道主义援助可能会破坏它们的政治、战略或军事目标。,交战各方可能不信任人道主义工作人员的公正性，或者担心人道主义援助的运送会损害他们的政治、战略或军事目标。
拖拉,迟到,他经常拖拉，最后的一次令她实在忍无可忍了，那是他在她最好的朋友40岁生日派对时迟到。,他经常迟到，最后的一次令她实在忍不了了，那是他在她最好的朋友40岁生日派对时迟到。
无可忍,不了,他经常拖拉，最后的一次令她实在忍无可忍了，那是他在她最好的朋友40岁生日派对时迟到。,他经常迟到，最后的一次令她实在忍不了了，那是他在她最好的朋友40岁生日派对时迟到。
人,平,“落花无言，人淡如菊”是典雅之态，“绚烂之极归于平淡”是境界的提高。,“没有怨恨，平淡如菊花”是典雅之态，“绚烂之极归于平淡”是境界的提高。
仓皇出,匆忙,在恩达达耶总统去世之后，她仓皇出逃，后来在布卡武落脚，她在1982年就已在那里建起了自己的卷烟厂。,在恩达达耶总统去世之后，她匆忙逃走，后来在布卡武落脚，她在1982年就已在那里建起了自己的卷烟厂。
空城计,欺骗,可是我们不能就这么‘空城计’，全走了哇。,可是我们不能就这么欺骗，全走了哇。
度陈仓,中,或者更直接点说，花旗集团或类似规模的欧洲企业陷入困境并再次面临破产时，它们有可能不争取任何形式的政府或央行帮助吗（不管是用透明还是暗度陈仓的方式）？,或者更直接点说，花旗集团或类似规模的欧洲企业陷入困境并再次面临破产时，它们有可能不争取任何形式的政府或央行帮助吗（不管是用透明还是暗中的方式）
歪,不好的,亲爱的妈妈，瞧她一风闻这件事儿，便发觉是种歪风邪气,亲爱的妈妈，瞧她一风闻这件事儿，便发觉是种不好的风气
一团,只讲,对是对，错是错，不能一团和气。,对是对，错是错，不能只讲和气。
实亡,在,然而，工人们认为工作委员会是名存实亡的。,然而，工人们认为工作委员会是只是名义上存在的。
陈,叙,他对抢劫案经过的陈述漏洞百出。,他对抢劫的叙述站不住脚。
科,和,国际经济、科技的竞争，归根到底是人才竞争。,国际经济和技术竞争，最终分析了人才竞争。
的,术,国际经济、科技的竞争，归根到底是人才竞争。,国际经济和技术竞争，最终分析了人才竞争。
归根到底是,最终分析了,国际经济、科技的竞争，归根到底是人才竞争。,国际经济和技术竞争，最终分析了人才竞争。
忐忑,心神极,跟往常一样，我沿着走廊走到他的房间时还是感到忐忑不安，因为我完全明白可能他还在睡觉，即便他醒着，也没啥差异。,跟往常一样，我沿着走廊走到他的房间时还是感到心神极不安，因为我完全明白可能他还在睡觉，即便他醒着，也没啥差异。
旌摇曳,中很不安,马德兰先生心旌摇曳，听着他那种稳重坚定的步伐在长廊的石板上越去越远。,马德兰先生心中很不安，听着他那种稳重坚定的步伐在长廊的石板上越去越远。
与,和,与前任财长保尔森相似，盖特纳受到投资人欢迎的程度似乎名过其实。,和前任财长保尔森一样，盖特纳似乎在名声上比实际更受到投资者的欢迎。
相似,一样,与前任财长保尔森相似，盖特纳受到投资人欢迎的程度似乎名过其实。,和前任财长保尔森一样，盖特纳似乎在名声上比实际更受到投资者的欢迎。
人,者的,与前任财长保尔森相似，盖特纳受到投资人欢迎的程度似乎名过其实。,和前任财长保尔森一样，盖特纳似乎在名声上比实际更受到投资者的欢迎。
似乎,看起来,“信似乎很重要，”助理说，“或许别人正找它找得火急火燎呢。,那个助手说：“信看起来很重要，可能是一个人在疯狂地寻找它。”
助理说或许别,可能是一个,“信似乎很重要，”助理说，“或许别人正找它找得火急火燎呢。,那个助手说：“信看起来很重要，可能是一个人在疯狂地寻找它。”
正,在疯狂地寻,“信似乎很重要，”助理说，“或许别人正找它找得火急火燎呢。,那个助手说：“信看起来很重要，可能是一个人在疯狂地寻找它。”
动土,司,你竟敢在太岁头上动土，不想活了吧?,你敢冒犯你的上司，不想活了吧?
墨客,一生,文房四宝骚人墨客的终生伴侣。,文人一生的伴侣是文具。
必争之,的关键,此处人口聚集，是商家必争之地。,此处人口聚集，是商家的关键地点。
一无所,没有渴,我听说你将自己的生活深筑在荒漠中难道你现在真的一无所求了吗多麼希望你至少能留住一些值得眷恋的东西,我听说你将自己的生活深筑在荒漠中难道你现在真的没有渴求了吗多麼希望你至少能留住一些值得眷恋的东西
就象,如果你不快乐的话，,就象你说的，做人不开心就算长生不死也没有用,如果你不快乐的话，你说长寿也没有意义。
生不死,寿,就象你说的，做人不开心就算长生不死也没有用,如果你不快乐的话，你说长寿也没有意义。
用,意义。,就象你说的，做人不开心就算长生不死也没有用,如果你不快乐的话，你说长寿也没有意义。
作,己做坏事,你来替她辩护当然很好，不过她这不是自作自受吗？,你来替她辩护当然很好，不过她这不是自己做坏事自己倒霉吗？
受,己倒霉,你来替她辩护当然很好，不过她这不是自作自受吗？,你来替她辩护当然很好，不过她这不是自己做坏事自己倒霉吗？
义不容,无法推,为提供这些机遇改革国际组织，无论从道德上还是制度上都义不容辞。,为提供这些机遇改革国际组织，无论从道德上还是制度上都无法推辞。
满,完全,他仰首望着天，做出一副满不在乎的神气。,他仰首望着天，做出一副完全不在乎的神气。
靡然,形,没想到这种格子图案的大衣会靡然成风。,没想到这种格子图案的大衣会形成一种风气。
仁,正,后世以汤伐葛为行仁义之师的典范，纯是儒家之造作。,后世以汤伐葛为行正义军队的典范，纯是儒家之造作。
之师,军队,后世以汤伐葛为行仁义之师的典范，纯是儒家之造作。,后世以汤伐葛为行正义军队的典范，纯是儒家之造作。
伥,恶,多年来她一直告诉世界领导人，专制替极端主义为虎作伥，贫困加剧了狂热。,多年来她一直告诉世界领导人，专制替极端主义作恶，贫困加剧了狂热。
故,道还,你这是明知故问。先谢谢你指出了夏威夷当地华人占有了夏威夷大量土地的事实。,你这是明明知道还问。先谢谢你指出了夏威夷当地华人占有了夏威夷大量土地的事实。
若渴,欲,阿尔弗雷德国王不仅是一位杰出的统治者，人民的伟大捍卫者，他还是一位求知若渴的学者。,阿尔弗雷德国王不仅是一位杰出的统治者，人民的伟大捍卫者，他还是一位充满求知欲的学者。
感到关切的是,对,在这方面，我们感到关切的是，美国和其他西方国家纵横捭阖，多方施压，寻求限制伊朗伊斯兰共和国为和平目的发展本国核工业的权利及其对能源和技术独立的愿望。,在这方面，我们对美国和其他西方国家企图限制伊朗伊斯兰共和国为和平目的发展核工业的权利及其对能源和技术独立的愿望的演习和压力感到关切。
纵横捭阖多方施压寻求,企图,在这方面，我们感到关切的是，美国和其他西方国家纵横捭阖，多方施压，寻求限制伊朗伊斯兰共和国为和平目的发展本国核工业的权利及其对能源和技术独立的愿望。,在这方面，我们对美国和其他西方国家企图限制伊朗伊斯兰共和国为和平目的发展核工业的权利及其对能源和技术独立的愿望的演习和压力感到关切。
各国政府落实,所作,"""7。确认第一个十年期间各国政府落实承诺的情况有负众望，并确认大会已在第62/205号决议中宣布联合国第二个消除贫穷十年(2008-2017年)，以便以高效、协调一致的方式支持落实与消除贫穷有关的国际商定发展目标，包括千年发展目标；","""7。认识到各国政府在第一个十年期间所作承诺的执行情况低于预期，大会第62/205号决议宣布了联合国第二个消除贫穷十年(2008-2017年)，以有效和协调的方式支持实现与消除贫穷有关的国际商定发展目标，包括千年发展目标；"
便以高,有,"""7。确认第一个十年期间各国政府落实承诺的情况有负众望，并确认大会已在第62/205号决议中宣布联合国第二个消除贫穷十年(2008-2017年)，以便以高效、协调一致的方式支持落实与消除贫穷有关的国际商定发展目标，包括千年发展目标；","""7。认识到各国政府在第一个十年期间所作承诺的执行情况低于预期，大会第62/205号决议宣布了联合国第二个消除贫穷十年(2008-2017年)，以有效和协调的方式支持实现与消除贫穷有关的国际商定发展目标，包括千年发展目标；"
鱼贯而,陆续,发生火灾时，重要的是人们要有秩序地从大楼里鱼贯而出。,发生火灾时，重要的是人们要有秩序地从大楼里陆续出来。
碰钉子,遭到拒绝或受到斥责,否则的话，肯定会碰钉子。,否则的话，肯定会遭到拒绝或受到斥责。
循环往,反,出版经营活动是一个由作者、出版者、经销商、读者相互沟通、循环往复集合而成的系统。,出版经营活动是一个由作者、出版者、经销商、读者相互沟通、反复集合而成的系统。
义,问,穆斯林毫无疑义地同意，斋月期间月经期的穆斯林女性不斋戒。,穆斯林毫无疑问地同意，斋月期间月经期的穆斯林女性不斋戒。
就,朵,长安花就是石榴花，暗合“时来运转”，寓意吉祥喜庆，实力送礼佳品。,长安的花朵是浮华的花，意思是“运气的转变”，寓意吉祥喜庆，实力送礼佳品。
石榴,浮华的,长安花就是石榴花，暗合“时来运转”，寓意吉祥喜庆，实力送礼佳品。,长安的花朵是浮华的花，意思是“运气的转变”，寓意吉祥喜庆，实力送礼佳品。
暗合,意思是,长安花就是石榴花，暗合“时来运转”，寓意吉祥喜庆，实力送礼佳品。,长安的花朵是浮华的花，意思是“运气的转变”，寓意吉祥喜庆，实力送礼佳品。
横,直,天使皆为之却步而傻瓜却横冲直撞;笨人有愚勇。,天使皆为之却步而傻瓜却直冲过去;笨人有愚勇。
直撞,过去,天使皆为之却步而傻瓜却横冲直撞;笨人有愚勇。,天使皆为之却步而傻瓜却直冲过去;笨人有愚勇。
累累,很多,其次，自己做老板时，虽然生意成功会带来很大的盈利，但是一旦失败就可能造成破产，有时甚至会负债累累。,其次，自己做老板时，虽然生意成功会带来很大的盈利，但是一旦失败就可能造成破产，有时甚至会负债很多。
出家,修行,每一个人即使在家出家，都应该要懂得，否则的话这一生虽学佛也是空过。,每一个人即使在家修行，都应该要懂得，否则的话这一生虽学佛也是空过。
沁,让,关前有一片坪地青草如茵，山风徐来，沁人心肺。,关前有一片坪地青草如茵，山风徐来，让人舒适。
心肺,舒适,关前有一片坪地青草如茵，山风徐来，沁人心肺。,关前有一片坪地青草如茵，山风徐来，让人舒适。
迷魂阵,圈套,他们一周都会持续向咱们实施迷魂阵。,他们一周都会持续向咱们实施圈套。
面,脸色发,不少权证炒家压力大面黄肌瘦记者曾接触过一些权证炒家。,不少权证炒家压力大脸色发黄，身体瘦削记者曾接触过一些权证炒家。
肌,，身体,不少权证炒家压力大面黄肌瘦记者曾接触过一些权证炒家。,不少权证炒家压力大脸色发黄，身体瘦削记者曾接触过一些权证炒家。
所终,道下落,如有任何居民不知所终，或已知仍留在现场，须立即向消防处人员报告。,如有任何居民不知道下落，或已知仍留在现场，须立即向消防处人员报告。
凭有,根,尤其是，这一数据使特别代表得以客观并有凭有据地了解影响到维护者的侵权情事，损害其工作的法律、政策和惯例，并查明主要的侵权者，以及提出防止今后侵权行为的措施。,尤其是，这一数据使特别代表得以客观并有根据地了解影响到维护者的侵权情事，损害其工作的法律、政策和惯例，并查明主要的侵权者，以及提出防止今后侵权行为的措施。
贯满盈,极多,然而，对于其他人来说，他已是恶贯满盈。,然而，对于其他人来说，他已是罪恶极多。
应当在,是时候让这些强国察觉到,难道这些大国现在不应当在傲慢和顺从撒旦的道路上迷途知返并回到事奉主的路上？,难道现在不是时候让这些强国察觉到傲慢和服从撒旦是错误的并回到事奉主的路上？
顺,服,难道这些大国现在不应当在傲慢和顺从撒旦的道路上迷途知返并回到事奉主的路上？,难道现在不是时候让这些强国察觉到傲慢和服从撒旦是错误的并回到事奉主的路上？
不久,很快,不久，英国、奥地利、俄国以及普鲁士组成强大的联盟，攻击这些散兵游勇。,很快，英国、奥地利、俄罗斯和普里什蒂纳组成了强大的联盟，攻击这些没有统领的逃散士兵。
国以及,罗斯和,不久，英国、奥地利、俄国以及普鲁士组成强大的联盟，攻击这些散兵游勇。,很快，英国、奥地利、俄罗斯和普里什蒂纳组成了强大的联盟，攻击这些没有统领的逃散士兵。
鲁士,里什蒂纳,不久，英国、奥地利、俄国以及普鲁士组成强大的联盟，攻击这些散兵游勇。,很快，英国、奥地利、俄罗斯和普里什蒂纳组成了强大的联盟，攻击这些没有统领的逃散士兵。
彬彬,文雅,他干净整洁，目光敏锐，显然也彬彬有礼，他行礼的方式表露出了这种谦逊。,他干净整洁，目光敏锐，显然也文雅有礼貌，他行礼的方式表露出了这种谦逊。
滔滔,连续,别打她家里电话，要不然她会滔滔不绝地说几个小时。,别打她家里电话，要不然她会连续不断地说几个小时。
绝,断,别打她家里电话，要不然她会滔滔不绝地说几个小时。,别打她家里电话，要不然她会连续不断地说几个小时。
春宵一,美好的时,美国新娘：“什么？春宵一刻值多少？千金？你说的是美金还是黄金？”,美国新娘：“什么？美好的时刻值多少？千金？你说的是美金还是黄金？”
一,毫,葛哈德的病好些了，曾经到各工厂去找过工作，结果是一无所得，这才弄到一个锯木架和一柄锯子，挨门逐户去找锯木头的活儿。,葛哈德的病好些了，曾经到各工厂去找过工作，结果是毫无收获，这才弄到一个锯木架和一柄锯子，每家去找锯木头的活儿。
所得,收获,葛哈德的病好些了，曾经到各工厂去找过工作，结果是一无所得，这才弄到一个锯木架和一柄锯子，挨门逐户去找锯木头的活儿。,葛哈德的病好些了，曾经到各工厂去找过工作，结果是毫无收获，这才弄到一个锯木架和一柄锯子，每家去找锯木头的活儿。
百思不,无法理,我把他的文章读了一遍又一遍，但对他的意图仍百思不解。,我把他的文章读了一遍又一遍，但对他的意图仍无法理解。
头有脸,名誉,你想为派赫斯特公司找个有头有脸的人物，我们从中选出最好的。,你想为派赫斯特公司找个有名誉的人物，我们从中选出最好的。
牵一发而动全身,紧张,在这样牵一发而动全身的大背景下，欧盟威胁中止与西岸定居点以色列企业的业务往来似乎很成问题，此外还有针对以色列的学术和科研抵制。,在这样紧张的大背景下，欧盟威胁中止与西岸定居点以色列企业的业务往来似乎很成问题，此外还有针对以色列的学术和科研抵制。
子佳人,貌的男女,人都想寻觅自己的才子佳人。,人都想寻觅自己的才貌的男女。。
封不动,来的样子,建议中要求药物须原封不动，没有人用过，分剂量单位包装。,建议中要求药物须保持原来的样子，没有人用过，分剂量单位包装。
怨气憋,你的愤怒放,如果你把怨气憋在心里，耿耿于怀，对对方愤恨不满，而不想办法去解决问题，那就麻烦了。,他说：“如果你把你的愤怒放在心里，而不想办法去解决问题，那就麻烦了。
询全部石沉大海,的答复,上述问询全部石沉大海。,从来没有收到对上述任何询问的答复。
凭空捏,胡乱编,你不能不讲理数，凭空捏造事实吧。,你不能不讲理数，胡乱编造事实吧。
恬,平,“美学上来讲，这种恬淡寡欲甚至令人心悸，”正带领观光团的剧院管理员这样评价。,“美学上来讲，这种平淡甚至令人害怕，”正带领观光团的剧院管理员这样评价。
心悸,害怕,“美学上来讲，这种恬淡寡欲甚至令人心悸，”正带领观光团的剧院管理员这样评价。,“美学上来讲，这种平淡甚至令人害怕，”正带领观光团的剧院管理员这样评价。
莫可,无,惠子实在对这位天才朋友感到莫可奈何，只得另找话题，匆匆结束这场辩论。,惠子实在对这位天才朋友感到无奈，他不得不寻找另一个话题来结束这场争论。
只,他不,惠子实在对这位天才朋友感到莫可奈何，只得另找话题，匆匆结束这场辩论。,惠子实在对这位天才朋友感到无奈，他不得不寻找另一个话题来结束这场争论。
找,一个,惠子实在对这位天才朋友感到莫可奈何，只得另找话题，匆匆结束这场辩论。,惠子实在对这位天才朋友感到无奈，他不得不寻找另一个话题来结束这场争论。
匆匆,来,惠子实在对这位天才朋友感到莫可奈何，只得另找话题，匆匆结束这场辩论。,惠子实在对这位天才朋友感到无奈，他不得不寻找另一个话题来结束这场争论。
辩,争,惠子实在对这位天才朋友感到莫可奈何，只得另找话题，匆匆结束这场辩论。,惠子实在对这位天才朋友感到无奈，他不得不寻找另一个话题来结束这场争论。
作,寻得快,不过是苦中作乐而已,不过是在困苦中寻得快乐而已
对,驱逐,第十六章对罗伯特奥德利下逐客令圣诞周过去了，乡下客人一个复一个地离开奥德利庄院府邸,第十六章驱逐罗伯特奥德利的圣诞周过去了，乡下客人一个复一个地离开奥德利庄院府邸
大,高,我这个样子实在不适登大雅之堂。,我这个样子实在不适登高雅的厅堂。
之,的厅,我这个样子实在不适登大雅之堂。,我这个样子实在不适登高雅的厅堂。
扬扬,十分,他的全部小胡子往上翘着，显出一副扬扬得意的傲慢态度。,他的全部小胡子往上翘着，显出一副十分得意的傲慢态度。
温故,复习和学习新,在审查所涉期间，共有14名工作人员从其他特派团调到联刚特派团，但是其中没有一人参加《空中业务手册》所要求的温故知新课程。,在审查所涉期间，共有14名工作人员从其他特派团调到联刚特派团，但是其中没有一人参加《空中业务手册》所要求的复习和学习新知识课程。
新,识,在审查所涉期间，共有14名工作人员从其他特派团调到联刚特派团，但是其中没有一人参加《空中业务手册》所要求的温故知新课程。,在审查所涉期间，共有14名工作人员从其他特派团调到联刚特派团，但是其中没有一人参加《空中业务手册》所要求的复习和学习新知识课程。
但,然而快,但乐极生悲，当天晚上那艘船就不幸被暴风雨所摧毁。,然而快乐到极点便发生了不幸的事：那天晚上在船上被风暴摧毁了。
悲当,了不幸的事：那,但乐极生悲，当天晚上那艘船就不幸被暴风雨所摧毁。,然而快乐到极点便发生了不幸的事：那天晚上在船上被风暴摧毁了。
那艘,在,但乐极生悲，当天晚上那艘船就不幸被暴风雨所摧毁。,然而快乐到极点便发生了不幸的事：那天晚上在船上被风暴摧毁了。
就不幸,上,但乐极生悲，当天晚上那艘船就不幸被暴风雨所摧毁。,然而快乐到极点便发生了不幸的事：那天晚上在船上被风暴摧毁了。
之无愧,得起,马拉喀什有着许多的名字——红城、南方之珠、摩洛哥的活力泉源——各个都名符其实，当之无愧。,马拉喀什有着许多的名字——红城、南方之珠、摩洛哥的活力泉源——各个都名声与实际相符，担当得起。
着,是,真诚的期待着与您齐头并进，共创辉煌!,真诚的期待是与你一起前进，共同创造辉煌!
主要是想到处,喜欢,我们主要是想到处看看各地的风土人情，而且特别喜欢踩单车。,我们喜欢看更多的东西，比如世界各地的文化，我们喜欢体育运动，尤其是自行车。
看,更多的东西，比如世界,我们主要是想到处看看各地的风土人情，而且特别喜欢踩单车。,我们喜欢看更多的东西，比如世界各地的文化，我们喜欢体育运动，尤其是自行车。
踩单,体育运动，尤其是自行,我们主要是想到处看看各地的风土人情，而且特别喜欢踩单车。,我们喜欢看更多的东西，比如世界各地的文化，我们喜欢体育运动，尤其是自行车。
模,美好的,门楼横楣上镌刻着“模山范水”，建筑平面呈椭圆形。,门楼横楣上镌刻着“美好的山水”，建筑平面呈椭圆形。
要坚,作出,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
斗争,续努力,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
像,片,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
淫秽,不正当,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
片散布那些,传播,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
不成寐,失眠,可在2008年的经济滑坡中损失了上万美元后，她开始夜不成寐。,可在2008年的经济滑坡中损失了上万美元后，她开始整夜失眠。
动,的,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
前进,传播的,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
并,这些波,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
着前进路线,它的轨迹,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
四,各个,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
八面,向,偏光化：光是以波动形式前进，并沿着前进路线向四方八面振动。,偏光化：所有的光线都是以波的形式传播的，这些波沿它的轨迹向各个方向振动。
由分说,听,不由分说马上钻进他的电脑桌下。,啥也不听马上钻进他的电脑桌下。
百闻,听到,百闻不如一见，只要朋友们到中国实地看一看，对改革开放以来中国的的进步和中国政府为保障所做的艰苦努力，就会有个客观的理解和认识,听到不如看到更真实，只要朋友们到中国实地看一看，对改革开放以来中国的的进步和中国政府为保障所做的艰苦努力，就会有个客观的理解和认识
一见,看到更真实,百闻不如一见，只要朋友们到中国实地看一看，对改革开放以来中国的的进步和中国政府为保障所做的艰苦努力，就会有个客观的理解和认识,听到不如看到更真实，只要朋友们到中国实地看一看，对改革开放以来中国的的进步和中国政府为保障所做的艰苦努力，就会有个客观的理解和认识
参,各占一,但是，尽管作出了所有这些努力，并且虽然我们不希望在这一进程结束时讲一些不愉快的话，我国代表团不得不认为对我们所取得的结果毁誉参半。,但是，尽管作出了所有这些努力，并且虽然我们不希望在这一进程结束时讲一些不愉快的话，我国代表团不得不认为对我们所取得的结果毁谤和赞誉各占一半。
不,无法,医生告诉我，那几乎可以确定是一种不治之症，预计我大概活不到三到六个月了。,医生告诉我，那几乎可以确定是一种无法治愈的疾病，预计我大概活不到三到六个月了。
之症,愈的疾病,医生告诉我，那几乎可以确定是一种不治之症，预计我大概活不到三到六个月了。,医生告诉我，那几乎可以确定是一种无法治愈的疾病，预计我大概活不到三到六个月了。
穷,用尽所有,这种顽固行为阻碍裁军，阻碍在该地区建立持久和平，暴露了特拉维夫穷兵黩武的面目。,这种顽固行为阻碍裁军，阻碍在该地区建立持久和平，暴露了特拉维夫用尽所有兵力发动战争的面目。
