idiom,explanation,original_sentence,original_paraphrase
同舟共济,在艰险的处境中团结互助,写著写著，发觉信上居然出现了这样的句子∶“我发现，在国际同学的班级里，同舟共济的心情彼此呼应，我们是一群满怀寂寞的类形━━在这星条旗下。,写著写著，发觉信上居然出现了这样的句子∶“我发现，在国际同学的班级里，在艰险的处境中团结互助的心情彼此呼应，我们是一群满怀寂寞的类形━━在这星条旗下。
处心积虑,长期谋划要,他没想到，田福军和张有智两个人处心积虑和他作对。,他没想到，田福军和张有智两个人长期谋划要和他作对。
亲如手足,关系很好,这一双儿女亲如手足，做父亲的却给他们的心灵都留下了创伤，他曾经让儿子失去了父亲，又让女儿失去了母亲，他的不可饶恕的罪责，谁能够原谅啊！,这一双儿女关系很好，做父亲的却给他们的心灵都留下了创伤，他曾经让儿子失去了父亲，又让女儿失去了母亲，他的不可饶恕的罪责，谁能够原谅啊！
返璞归真,去掉外在的装饰，恢复原来的质朴状态,我只是返璞归真，感到的，也只是早晨醒来时没有那么深的计算和迷茫。,我只是去掉外在的装饰，恢复原来的质朴状态，感到的，也只是早晨醒来时没有那么深的计算和迷茫。
日以继夜,晚上连着白天,动转的母亲，跑到附近美国军事基地做日以继夜的小工。,动转的母亲，跑到附近美国军事基地做晚上连着白天的小工。
青出于蓝,胜过老师,不过豪猪的刺还是有形的，绅士之刺则无形，有形则长短有定，要保持相当的距离总比无形者好办些，而这也是摹仿豪猪的绅士们“青出于蓝”的地方。,不过豪猪的刺还是有形的，绅士之刺则无形，有形则长短有定，要保持相当的距离总比无形者好办些，而这也是摹仿豪猪的绅士们“胜过老师”的地方。
月黑风高,险恶的环境,他们让人联想到月黑风高之夜的盗墓贼，盗掘着一座座历史的坟墓，使我们的土地到处坑坑洼洼，一片狼藉，臭气弥漫。,他们让人联想到险恶的环境之夜的盗墓贼，盗掘着一座座历史的坟墓，使我们的土地到处坑坑洼洼，一片狼藉，臭气弥漫。
浪子回头,不干正事的人改正,“浪子回头，好，知道你一个做不来的。,“不干正事的人改正，好，知道你一个做不来的。
重于泰山,死得有意义,“校长，学校的事情就够您忙的了，不要为我的事耽误您的时间，‘人固有一死，或重于泰山，或轻于鸿毛’，老方是为人民利益而死的，他的死比泰山还重。,“校长，学校的事情就够您忙的了，不要为我的事耽误您的时间，‘人固有一死，或死得有意义，或死得意义比鸿毛还轻’，老方是为人民利益而死的，他的死比泰山还重。
日月如梭,时间过得很快,“日月如梭，光阴似箭”，我在这荒无人烟的沙洲上充当猪王不觉已是第五,“时间过得很快，”，我在这人少的沙洲上充当猪王不觉已是第五
袅袅娜娜,女子体态轻盈柔美,你掏出一块红绸子手帕擦擦手，把手一扬，红绸子手帕潇潇洒洒飞起来，又袅袅娜娜地落下来。,你掏出一块红绸子手帕擦擦手，把手一扬，红绸子手帕潇潇洒洒飞起来，又女子体态轻盈柔美地落下来。
仓皇失措,不知道该干什么,例如拿了不到半寸长的火柴来为我点香烟，弄得大家仓皇失措，我的胡须几被烧去；把我所不欢喜吃的菜蔬堆在我的饭碗上，使我无法下箸；强夺我的饭碗去添饭，使我吃得停食；藏过我的行囊，使我不得告辞。,例如拿了不到半寸长的火柴来为我点香烟，弄得大家不知道该干什么，我的胡须几被烧去；把我所不欢喜吃的菜蔬堆在我的饭碗上，使我无法下箸；强夺我的饭碗去添饭，使我吃得停食；藏过我的行囊，使我不得告辞。
暴殄天物,糟蹋东西,做了即使别人不说暴殄天物，自己也对不起火柴。,做了即使别人不说糟蹋东西，自己也对不起火柴。
粉墨登场,化装上台演戏,少年曾经粉墨登场扮演《红灯记》里的李玉和。,少年曾经化装上台演戏扮演《红灯记》里的李玉和。
掩耳盗铃,自己欺骗自己,因为所惜非动物本身，故用“仁术”来掩耳盗铃，是无伤的。,因为所惜非动物本身，故用“仁术”来自己欺骗自己，是无伤的。
荼毒生灵,残害人民,糜烂土地，荼毒生灵，去父母之邦，岂人之所乐哉？,糜烂土地，残害人民，去祖国，岂人之所乐哉？
父母之邦,祖国,糜烂土地，荼毒生灵，去父母之邦，岂人之所乐哉？,糜烂土地，残害人民，去祖国，岂人之所乐哉？
寻花问柳,嫖妓,他要证实女人爱情确属空虚，他做了个粗野的决定，到前门外八大胡同去寻花问柳，去向女人的怀抱中寻取慰藉，同时把胸中的仇恨向女人发泄。,他要证实女人爱情确属空虚，他做了个粗野的决定，到前门外八大胡同去嫖妓，去向女人的怀抱中寻取慰藉，同时把胸中的仇恨向女人发泄。
煞有介事,自认为了不起的样子,还煞有介事的告诉学生，欧洲的飞机，在我国先秦就有了，《列子》上说的飞车，便是明证，还自豪地说，“那时候，现在的欧洲列强还在茹毛饮血的原始时代呢。”,还自认为了不起的样子的告诉学生，欧洲的飞机，在我国先秦就有了，《列子》上说的飞车，便是明证，还自豪地说，“那时候，现在的欧洲列强还在人类在学会用火以前，连毛带血地生吃禽兽的生活的原始时代呢。”
一泻千里,直线下降，势头很猛,上月里十五号前后那么厉害的跌风，大家都以为总是一泻千里的了，谁知道月底又跳回来――刘小姐，你听说那赵伯韬的事么？,上月里十五号前后那么厉害的跌风，大家都以为总是直线下降，势头很猛的了，谁知道月底又跳回来――刘小姐，你听说那赵伯韬的事么？
杀身成仁,牺牲生命,钱先生是地道的中国人，而地道的中国人，带着他的诗歌，礼义，图画，道德，是会为一个信念而杀身成仁的。,钱先生是地道的中国人，而地道的中国人，带着他的诗歌，礼义，图画，道德，是会为一个信念而牺牲生命的。
钟鸣鼎食,豪华,钟鸣鼎食的巨室不是像荣国府那样靠着先祖庇荫而碌碌无为地寄生，恰恰是天天靠着不断的创业实现着巨大的资金积累和财富滚动。,豪华的巨室不是像荣国府那样靠着先祖庇荫而没有作为地寄生，恰恰是天天靠着不断的创业实现着巨大的资金积累和财富滚动。
无声无臭,，不被人知道,加以“三八”妇女节大会上，代表妇女协会的孙舞阳的演说里又提到南乡的事，很郑重地称之为“妇女觉醒的春雷”，“婢妾解放的先驱”，并且又惋惜于城里的妇女运动反而无声无臭，有落后的现象；,加以“三八”妇女节大会上，代表妇女协会的孙舞阳的演说里又提到南乡的事，很郑重地称之为“妇女觉醒的春雷”，“婢妾解放的先驱”，并且又惋惜于城里的妇女运动反而，不被人知道，有落后的现象；
要而言之,概括地说,要而言之：我们应当毁灭文学而奖励文人--奖励他们不做文人，不搞文学。,概括地说：我们应当毁灭文学而奖励文人--奖励他们不做文人，不搞文学。
七窍生烟,气愤之极,这实在是人体本身中的奸细，《封神传演义》⑤常说的“三尸神暴躁，七窍生烟”的三尸神，也就是这东西。,这实在是人体本身中的奸细，《封神传演义》⑤常说的“三尸神暴躁，气愤之极”的三尸神，也就是这东西。
万万千千,数量极多,还是来尽阿丽思同到这七百二干儿女的“干妈人”站到这万万千千干儿女的“干妈树”下谈一点别的吧。,还是来尽阿丽思同到这七百二干儿女的“干妈人”站到这数量极多干儿女的“干妈树”下谈一点别的吧。
立身处世,做人和在社会上待人接物的种种活动,自然对于一瓶酒之类不会这样的没主意；可是对于“立身处世”的大计明明放着一条路在面前而始终拿不定主意以至蹉跎不决的却多得很呢。,自然对于一瓶酒之类不会这样的没主意；可是对于“做人和在社会上待人接物的种种活动”的大计明明放着一条路在面前而始终拿不定主意以至蹉跎不决的却多得很呢。
多愁多病,娇弱的体质,任你是铁打钢铸心，也要成多愁多病。,任你是铁打钢铸心，也要成娇弱的体质。
五里雾中,模糊恍惚、不明真相的境界,"""天星如入五里雾中，他模模糊糊地感觉到，他和容桂芳之间好像被什么人插了一杠子，弄拧了！",天星如入模糊恍惚、不明真相的境界，他模模糊糊地感觉到，他和容桂芳之间好像被什么人插了一杠子，弄拧了！
寥若晨星,很少,尽管幅员广大而人口才四百余万，可是，大部分老挝人迄今仍然挣扎于贫穷线上，平均月薪只有十余美元，物资极度匮乏，娱乐场所寥若晨星，物质生活与精神生活同样患着严重的“贫血症”。,尽管幅员广大而人口才四百余万，可是，大部分老挝人迄今仍然挣扎于贫穷线上，平均月薪只有十余美元，物资极度匮乏，娱乐场所很少，物质生活与精神生活同样患着严重的“贫血症”。
尖酸刻薄,待人冷酷,二十一岁的莫扎特在那里见到那家人之后连写来的信也变成了尖酸刻薄的攻讦腔调，做父亲的曾竭力阻止但未能成功……,二十一岁的莫扎特在那里见到那家人之后连写来的信也变成了待人冷酷的攻讦腔调，做父亲的曾竭力阻止但未能成功……
余音绕梁,歌声优美,听众也都觉得大厅中余音绕梁，好半天才知演讲已经结束，于是掌声四起。,听众也都觉得大厅中歌声优美，好半天才知演讲已经结束，于是掌声四起。
风卷残云,一下子消灭干净,鱼骨极软、鱼肉极甜，风卷残云，不一会儿，便吃了个精精光光。,鱼骨极软、鱼肉极甜，一下子消灭干净，不一会儿，便吃了个精精光光。
拍案叫绝,非常赞赏,香伯做的香饼，单是饼皮，便足以令人拍案叫绝：它们一层叠一层，脆而不碎，烤成很淡很淡的褐色，最上面的那一层，还调皮地粘着几颗好似在跳舞的芝麻。,香伯做的香饼，单是饼皮，便足以令人非常赞赏：它们一层叠一层，脆而不碎，烤成很淡很淡的褐色，最上面的那一层，还调皮地粘着几颗好似在跳舞的芝麻。
耳根清净,无事打扰,将要吃完，楼上电话铃响，这电话就装在他卧室外面，他在家时休想耳根清净。,将要吃完，楼上电话铃响，这电话就装在他卧室外面，他在家时休想无事打扰。
异想天开,不切实际,病入膏肓的悲观症，是药石罔效的，而我，竟然异想天开地希望黄连变蜜糖！,病情特别严重的悲观症，是药石罔效的，而我，竟然不切实际地希望黄连变蜜糖！
醍醐灌顶,听了精辟高明的意见，受到很大启发,于是，接下来的话又是醍醐灌顶：如果早知道面对死亡可以这样平静，我们就能应付人生最困难的事情了。,于是，接下来的话又是听了精辟高明的意见，受到很大启发：如果早知道面对死亡可以这样平静，我们就能应付人生最困难的事情了。
苍翠欲滴,绿色植物仿佛饱含水份一样,开往西林吉的火车离塔河很近了，我感觉它已驶过塔尔根，正咔嚓咔嚓地穿过雨后苍翠欲滴的原野，向沿途的旅人扬起热情的臂膀。,开往西林吉的火车离塔河很近了，我感觉它已驶过塔尔根，正咔嚓咔嚓地穿过雨后绿色植物仿佛饱含水份一样的原野，向沿途的旅人扬起热情的臂膀。
等因奉此,按规章做事,等因奉此地到了临平，更在那家聚贤楼上，背晒着太阳喝了两斤老酒，兴致果然起来了，把袍子一脱，我们就很勇猛地说：“去，去爬山去！”,按规章做事地到了临平，更在那家聚贤楼上，背晒着太阳喝了两斤老酒，兴致果然起来了，把袍子一脱，我们就很勇猛地说：“去，去爬山去！”
忠孝节义,封建统治者所提倡的道德准则,那时候我们只希望有一位乖巧的女孩儿来娱老境，所以我首先就提议，生下来若是女孩，当叫她作银瓶，藉以凑成大小眼将军一门忠孝节义的全套。,那时候我们只希望有一位乖巧的女孩儿来娱老境，所以我首先就提议，生下来若是女孩，当叫她作银瓶，藉以凑成大小眼将军一门封建统治者所提倡的道德准则的全套。
由此及彼,从这一点到那一点,秘书长又想到省长储清廉，这些天正处在升迁的关键时候，听说要调他到另一个省去当省委书记；又听说，对他的升迁，中央领导层有不同看法；由此及彼，秘书长张张嘴巴，说不出话来。,秘书长又想到省长储清廉，这些天正处在升迁的关键时候，听说要调他到另一个省去当省委书记；又听说，对他的升迁，中央领导层有不同看法；从这一点到那一点，秘书长张张嘴巴，说不出话来。
拉拉杂杂,零散的,以上拉拉杂杂说了不少，意在表白自己之所思和所信。,以上零散的说了不少，意在表白自己之所思和所信。
二者不可,只能,虽然理智告诉她，事实上是二者不可得兼，可是感情上她终不肯牺牲了后面的那一桩。,虽然理智告诉她，事实上是只能得到一个，可是感情上她终不肯牺牲了后面的那一桩。
一家之言,个人的理论,可是因为更重视“欲以究天人之际，通古今之变，成一家之言，……,可是因为更重视“欲以究自然和人之间的关系，通古今之变，成个人的理论，……
身首异处,头被砍下,他们很多失败了，身首异处，血迹斑斑；但是，偶尔又成功了。,他们很多失败了，头被砍下，血迹很多；但是，偶尔又成功了。
于今为烈,不过现在的更加厉害罢了,这情况是自古而然，于今为烈，于是而美加风头，就很容易换来高名和大利。,这情况是自古而然，不过现在的更加厉害罢了，于是而美加风头，就很容易换来高名和大利。
大而化之,不谨慎,历史书提供过一些猜测性的答案，多数也是大而化之、语焉不详。,历史书提供过一些猜测性的答案，多数也是不谨慎、说的不是很详细。
破门而入,进来了,赵大头刚合上手机，李雪莲就破门而入,赵大头刚合上手机，李雪莲就进来了
不见经传,没有什么名气,那些作画写字的人都是些小小的名家，宦级在知府知县那溜儿，经唐家的人一给说明便也颇有些名声事业，但都不见经传。,那些作画写字的人都是些小小的名家，宦级在知府知县那溜儿，经唐家的人一给说明便也颇有些名声事业，但都没有什么名气。
百家争鸣,各种学术,翻阅历史，远的，有“时日害（曷）丧，予及女（汝）偕亡”的环境，有“天下之民皆引领而望之”的环境，其后，有战国百家争鸣的环境，有秦皇焚书坑儒的环境。,翻阅历史，远的，有“时日害（曷）丧，予及女（汝）偕亡”的环境，有“天下之民皆殷切盼望之”的环境，其后，有战国各种学术的环境，有秦皇焚诗书，坑术士的环境。
白璧微瑕,有些小缺点,只是如果安装了防盗门，这办法就不免于白璧微瑕，因为这等于明白表示，防盗门并无防盗之功，制门的厂家，发善心的单位，听到都会伤心的。,只是如果安装了防盗门，这办法就不免于有些小缺点，因为这等于明白表示，防盗门并无防盗之功，制门的厂家，发善心的单位，听到都会伤心的。
血气方刚,精力旺盛,自己当时血气方刚，看了一肚子气；可是人微言轻，也只好让那口气憋着罢了。,自己当时精力旺盛，看了一肚子气；可是说的话不重要，也只好让那口气憋着罢了。
人微言轻,说的话不重要,自己当时血气方刚，看了一肚子气；可是人微言轻，也只好让那口气憋着罢了。,自己当时精力旺盛，看了一肚子气；可是说的话不重要，也只好让那口气憋着罢了。
男耕女织,分工劳动,因为从地理方位说，中华文明的西部、北部边缘是茫茫戈壁，西南边缘是世界屋脊，客观上使远征的军队无法出入；从文明类型上说，中华文明的主体是农耕文明，而不是航海文明和游牧文明，农耕文明的基本生态是聚族而居、春种秋收、男耕女织，在本性上不谋求万里之外的领土统治。,因为从地理方位说，中华文明的西部、北部边缘是茫茫戈壁，西南边缘是世界屋脊，客观上使远征的军队无法出入；从文明类型上说，中华文明的主体是农耕文明，而不是航海文明和游牧文明，农耕文明的基本生态是聚族而居、春种秋收、分工劳动，在本性上不谋求万里之外的领土统治。
未雨绸缪,事先做好准备,前面曾提到及身散之，现在是有不少，估计不会再用，将来总有一天，都不再用，是否也来个未雨绸缪呢？,前面曾提到及身散之，现在是有不少，估计不会再用，将来总有一天，都不再用，是否也来个事先做好准备呢？
雕栏玉砌,富丽,见雕栏玉砌的姑苏台，在纤云四卷，银河渐隐的时光，沉睡着。,见富丽的姑苏台，在纤云四卷，银河渐隐的时光，沉睡着。
徐娘半老,中年妇女,牛魔王与铁扇公主有缘，可是这位公主已经生了红孩儿，徐娘半老，未免美中不足。,牛魔王与铁扇公主有缘，可是这位公主已经生了红孩儿，中年妇女，未免还有不足。
传为佳话,人们赞美,从前贾宝玉说男人的骨头是泥做的，女人的骨头是水做的，至今传为佳话；现在我们的辩士又发明了这个“二三等车”的比喻，真是媲美前修，启迪来学了。,从前贾宝玉说男人的骨头是泥做的，女人的骨头是水做的，至今人们赞美；现在我们的辩士又发明了这个“二三等车”的比喻，真是媲美前修，启迪来学了。
药石之言,劝人改过的话,真话未必是好听的话，所谓“苦口良言”，“药石之言”，“忠言”，“直言”，往往是逆耳的，一片好心往往倒得罪了人。,真话未必是好听的话，所谓“苦口良言”，“劝人改过的话”，“忠言”，“直言”，往往是逆耳的，一片好心往往倒得罪了人。
泛泛之交,普通朋友,所谓“推心置腹”，所谓“肺腑之谈”，总得是二三知己才成；若是泛泛之交，只能敷敷衍衍，客客气气，说一些不相干的门面话。,所谓“真心待人”，所谓“肺腑之谈”，总得是二三知己才成；若是普通朋友，只能敷敷衍衍，客客气气，说一些不相干的门面话。
兴高采烈,非常开心,回南开，秋季开学后万象更新，新剧团筹演纪念新剧，自是兴高采烈,回南开，秋季开学后出现了一番新气象，新剧团筹演纪念新剧，自是非常开心
由衷之言,真心话,“华，这是你的由衷之言吗？,“华，这是你的真心话吗？
依依惜别,舍不得分开,他依依惜别，感谢司大人、贝大人的“布施”。,他舍不得分开，感谢司大人、贝大人的“布施”。
踉踉跄跄,走路不稳,在别的地方，你可以蹲下身来细细玩索一块碎石、一条土埂，在这儿完全不行，你也被裹卷着，身不由主，踉踉跄跄，直到被历史的洪流消融。,在别的地方，你可以蹲下身来细细玩索一块碎石、一条土埂，在这儿完全不行，你也被裹卷着，控制不住自己，走路不稳，直到被历史的洪流消融。
衮衮诸公,居高位而不作为的官僚政客,一位现代作家见到这尊塑像怦然心动，“没淤泥而蔼然含笑，断颈项而长锸在握”，作家由此而向现代官场衮衮诸公诘问：活着或死了应该站在哪里？,一位现代作家见到这尊塑像心动，“没淤泥而蔼然含笑，断颈项而长锸在握”，作家由此而向现代官场居高位而不作为的官僚政客诘问：活着或死了应该站在哪里？
改恶从善,再不做坏事，决心做好人,信教的人相信罪是可以赎的，这能使人改恶从善；而蓝东阳可是死心塌地，不可救药了。,信教的人相信罪是可以赎的，这能使人再不做坏事，决心做好人；而蓝东阳可是固执，没救了。
死心塌地,固执,信教的人相信罪是可以赎的，这能使人改恶从善；而蓝东阳可是死心塌地，不可救药了。,信教的人相信罪是可以赎的，这能使人再不做坏事，决心做好人；而蓝东阳可是固执，没救了。
荒淫无度,征逐酒色，生活糜烂,传说勾践计谋中还有重要一项，就是把越国的美女西施进献给夫差，诱使夫差荒淫无度，慵理国事。,传说勾践计谋中还有重要一项，就是把越国的美女西施进献给夫差，诱使夫差征逐酒色，生活糜烂，慵理国事。
盛况空前,热闹至极,他们有一大批才华横溢的戏曲家，他们有盛况空前的虎丘山曲会，他们还有了唐伯虎和仇英的绘画。,他们有一大批有才华的戏曲家，他们有热闹至极的虎丘山曲会，他们还有了唐伯虎和仇英的绘画。
十年寒窗,努力学习,但这时再与老熊家理论，也无理论处，老汪他爹另做主张，那年老汪十二岁，便把老汪送到开封读书，希冀老汪十年寒窗能做官，一放官放到延津，那时再与熊家和廉家理论。,但这时再与老熊家理论，也无理论处，老汪他爹另做主张，那年老汪十二岁，便把老汪送到开封读书，希冀老汪努力学习能做官，一放官放到延津，那时再与熊家和廉家理论。
一张一弛,合理安排工作和休息，有紧有松,你们往常的脚步太洒泼了，就驱赶到这个小院里停驻一些时日，一张一弛。,你们往常的脚步太洒泼了，就驱赶到这个小院里停驻一些时日，合理安排工作和休息，有紧有松。
风霜雨雪,敲打,面对社会历史的风霜雨雪，教师掌握不了什么，只能暂时地掌握这个庭院，这间教室，这些学生。,面对社会历史的敲打，教师掌握不了什么，只能暂时地掌握这个庭院，这间教室，这些学生。
有口皆碑,人人称赞,据说还当得十分称职，一时有口皆碑，俨然成了东南亚一大硕儒。,据说还当得十分称职，一时人人称赞，俨然成了东南亚一大硕儒。
厚此薄彼,不同等看待,但是，无论是他的出去还是回来，他对华语文化和梵文文化完全不存一丁点儿厚此薄彼的倾向，在他的脚下和笔下，两种语言文化只有互补性的发现，还不构成争胜式的对峙。,但是，无论是他的出去还是回来，他对华语文化和梵文文化完全不存一丁点儿不同等看待的倾向，在他的脚下和笔下，两种语言文化只有互补性的发现，还不构成争胜式的对峙。
目不转睛,盯着看,泡在热气缭绕的汤里，她好奇地瞪着满堂裸身的女人目不转睛，然后开始品头论足。,泡在热气缭绕的汤里，她好奇地瞪着满堂裸身的女人盯着看，然后开始点评。
品头论足,点评,泡在热气缭绕的汤里，她好奇地瞪着满堂裸身的女人目不转睛，然后开始品头论足。,泡在热气缭绕的汤里，她好奇地瞪着满堂裸身的女人盯着看，然后开始点评。
成千累万,很多,开别的买卖简直的不容易，你看街上的小铺子，什么卖烟的，卖酒的，全是几家大公司的小分号，他们的资本是成千累万的，咱们打算用千十来镑钱跟他们竞争，不是白饶吗！”,开别的买卖简直的不容易，你看街上的小铺子，什么卖烟的，卖酒的，全是几家大公司的小分号，他们的资本是很多的，咱们打算用千十来镑钱跟他们竞争，不是白饶吗！”
钩心斗角,不和睦,镇街上各类门市、店铺和摊点多，平日相互倾轧，钩心斗角，要联合成立工会谈何容易，仅登记一项就需几天，再把他们聚在一起选工会主席，那更不知吵吵闹闹到何时？,镇街上各类门市、店铺和摊点多，平日相互倾轧，不和睦，要联合成立工会不容易，仅登记一项就需几天，再把他们聚在一起选工会主席，那更不知吵吵闹闹到何时？
经年累月,时间久了,惟路途摇远，旅程羁延，深恐经年累月，尽忠则不能尽孝，尽孝则不能尽,惟路途摇远，旅程羁延，深恐时间久了，尽忠则不能尽孝，尽孝则不能尽
富贵荣华,钱财,可是读书人比老百姓强，他们可以做隐士，啸傲山林，让老百姓养着；固然没有富贵荣华，却不至于吃着老百姓吃的那些苦头。,可是读书人比老百姓强，他们可以做隐士，啸傲山林，让老百姓养着；固然没有钱财，却不至于吃着老百姓吃的那些苦头。
依违两可,犹豫,中国的幽默大家不是苏东坡，不是袁中郎，不是东方朔，而是把一切国事当儿戏，把官厅当家祠，依违两可，昏昏冥冥生子生孙，度此一生的人。,中国的幽默大家不是苏东坡，不是袁中郎，不是东方朔，而是把一切国事当儿戏，把官厅当家祠，犹豫，昏昏冥冥生子生孙，度此一生的人。
炎黄子孙,中华民族的后代,近年来，海峡两岸炎黄子孙相互交往的逐渐增多,近年来，海峡两岸中华民族的后代相互交往的逐渐增多
如出一辙,很相似,他们的性格十分相似，甚至人物的某些行为也如出一辙。,他们的性格十分相似，甚至人物的某些行为也很相似。
唯唯否否,胆小，一味顺从,在坐的同僚有时唯唯否否，有时却故意挑引，拿他凑趣。,在坐的同僚有时胆小，一味顺从，有时却故意挑引，拿他凑趣。
力竭声嘶,拼命地叫喊,曾文彩（拖着江泰力竭声嘶地）你这个鬼！,曾文彩（拖着江泰拼命地叫喊地）你这个鬼！
喜上眉梢,非常高兴,马登科（忽然喜上眉梢）怎么，你认识他？,马登科（忽然非常高兴）怎么，你认识他？
毫无二致,都一样,见的毫无二致，只是更为怯弱苍白，鬓角贴上两张薄荷膏，手里拿着一根麻绳。,见的都一样，只是更为怯弱苍白，鬓角贴上两张薄荷膏，手里拿着一根麻绳。
犬牙交错,局面复杂,但我的感觉是犬牙交错，充满敌意，而且，一股从她嘴里散发出来的腐肉般的臭,但我的感觉是局面复杂，充满敌意，而且，一股从她嘴里散发出来的腐肉般的臭
无的放矢,盲目乱来,如果选错了，便是无的放矢，正面人物也相对地减低了意义。,如果选错了，便是盲目乱来，正面人物也相对地减低了意义。
刺刺不休,说话唠叨,――可是荪甫却还刺刺不休强聒着什么公债！,――可是荪甫却还说话唠叨强聒着什么公债！
说东道西,聊天,有时夫人和他说东道西，他随口应了几声，忽然又兴奋起来，搬出他的那一套“大道理”来反复“开导”他“所爱的人”了；这一来，便将夫人变成了“哑子”。,有时夫人和他聊天，他随口应了几声，忽然又兴奋起来，搬出他的那一套“大道理”来反复“开导”他“所爱的人”了；这一来，便将夫人变成了“哑子”。
孔孟之道,儒学,小时候，父亲给我请了先生，教的是孔孟之道,小时候，父亲给我请了先生，教的是儒学
炮火连天,战争纷杂,她留在上海，在解放军正打上海、炮火连天时,她留在上海，在解放军正打上海、战争纷杂时
血肉相连,关系十分密切,母女、翁婿，曾是血肉相连的人物之间，发生了深刻的不可调和的斗争！,母女、翁婿，曾是关系十分密切的人物之间，发生了深刻的不可调和的斗争！
胸无点墨,没有文化,实见过一些胸无点墨，偶有所得就飘飘然的青年演员。,实见过一些没有文化，偶有所得就飘飘然的青年演员。
各抒己见,发表看法,"他开始是静听，渐渐地就加入了议论，后来变成了各抒己见的讨""论，议题又扩大，他给他们讲""亨特珠宝店""的百年历程，讲他为了经商在欧洲的游""踪：罗马、佛罗伦萨、威尼斯、庞贝古城、日内瓦、海牙、巴黎......","他开始是静听，渐渐地就加入了议论，后来变成了发表看法的讨""论，议题又扩大，他给他们讲""亨特珠宝店""的百年历程，讲他为了经商在欧洲的游""踪：罗马、佛罗伦萨、威尼斯、庞贝古城、日内瓦、海牙、巴黎......"
栋梁之材,能担当国家重任的人才,"如果这棵小苗能像预期的那样茁壮""成长，成为出类拔萃的栋梁之材，也许他今天的话就不必这样急于说了，他期望新月""在事业和爱情上都取得圆满成功，而这些都不必非他楚雁潮莫属，因为他比谁都明""白，自己在出生之前就命中注定要走一条坎坷的路，何必去连累别人！","如果这棵小苗能像预期的那样茁壮""成长，成为杰出的能担当国家重任的人才，也许他今天的话就不必这样急于说了，他期望新月""在事业和爱情上都取得圆满成功，而这些都不必非他楚雁潮莫属，因为他比谁都明""白，自己在出生之前就注定要走一条坎坷的路，何必去连累别人！"
破罐破摔,向更坏的方向发展,一个多和一个快，于是不得不偷工减料，粗制滥造，然后破罐破摔。,一个多和一个快，于是不得不削减工料，制作粗劣，不讲究质量，然后向更坏的方向发展。
移山倒海,改造自然,力、意志和智慧，和群众一起战胜了那旧的落后的势力，建成了移山倒海的,力、意志和智慧，和群众一起战胜了那旧的落后的势力，建成了改造自然的伟大力量和气魄的
裹足不前,停下,艺术革新的步子不是越迈越坚定，而是裹足不前，甚至于倒退了。,艺术革新的步子不是越迈越坚定，而是停下，甚至于倒退了。
无动于中,不在乎,当时倘若有只公鸡，在母鸡身边，还能作出一种无动于中的阉鸡样子，也会为青年学者注意。,当时倘若有只公鸡，在母鸡身边，还能作出一种不在乎的阉鸡样子，也会为青年学者注意。
空穴来风,传闻毫无根据,空穴来风，所以她感受到恐怖的袭击分外强烈。,传闻毫无根据，所以她感受到恐怖的袭击分外强烈。
始终如一,不间断,虽然史循急病的惊人消息由仲昭他们带到了张曼青的结婚礼堂内，但是这庄皇的婚礼毕竟在始终如一的愉快和美满中过去了。,虽然史循急病的惊人消息由仲昭他们带到了张曼青的结婚礼堂内，但是这庄皇的婚礼毕竟在不间断的愉快和美满中过去了。
投桃报李,友好,服务员投桃报李地说：“早饭七点到七点半。”,服务员友好地说：“早饭七点到七点半。”
线钓大鱼,远打算,没救并不是老邢不想救，而是为了放长线钓大鱼。,没救并不是老邢不想救，而是为了从长远打算。
线钓大鱼,远打算,没救并不是老邢不想救，而是为了放长线钓大鱼。,没救并不是老邢不想救，而是为了从长远打算。
一脉相承,世代流传,至于文天祥所歌咏的“正气”，更显然跟“浩然之气”一脉相承。,至于文天祥所歌咏的“正气”，更显然跟“浩大刚正的精神”世代流传。
悬崖峭壁,危难,在同时，有一种急速不安的感觉在朦胧中渐渐逼近，使她感觉到仿佛在漆黑的深夜，自己正坐在一个陌生之地的悬崖峭壁的边缘上。,在同时，有一种急速不安的感觉在朦胧中渐渐逼近，使她感觉到仿佛在漆黑的深夜，自己正坐在一个陌生之地的危难的边缘上。
抱头鼠窜,到处逃跑,路上的铁板会会员们起码有一半扔掉大枪，抱头鼠窜；没扔枪的则傻乎乎地站着，静候着手榴弹爆炸。,路上的铁板会会员们起码有一半扔掉大枪，到处逃跑；没扔枪的则傻乎乎地站着，静候着手榴弹爆炸。
似曾相识,熟悉,喜欢你看到此文时有似曾相识的喜欢，不喜欢你老气横秋地评头论足！,喜欢你看到此文时有熟悉的喜欢，不喜欢你老练地指指点点！
评头论足,指指点点,喜欢你看到此文时有似曾相识的喜欢，不喜欢你老气横秋地评头论足！,喜欢你看到此文时有熟悉的喜欢，不喜欢你老练地指指点点！
一表人才,、容貌俊秀,赵辛楣住在租界里，不能变房子的戏法，自信一表人才，不必惆怅从前有多少女人看中他，只说假如战争不发生，交涉使公署不撤退，他的官还可以做下去——不，做上去。,赵辛楣住在租界里，不能变房子的戏法，自信、容貌俊秀，不必惆怅从前有多少女人看中他，只说假如战争不发生，交涉使公署不撤退，他的官还可以做下去——不，做上去。
