idiom,explanation,original_sentence,original_paraphrase
有负众望,低于预期,"""7。确认第一个十年期间各国政府落实承诺的情况有负众望，并确认大会已在第62/205号决议中宣布联合国第二个消除贫穷十年(2008-2017年)，以便以高效、协调一致的方式支持落实与消除贫穷有关的国际商定发展目标，包括千年发展目标；","""7。认识到各国政府在第一个十年期间所作承诺的执行情况低于预期，大会第62/205号决议宣布了联合国第二个消除贫穷十年(2008-2017年)，以有效和协调的方式支持实现与消除贫穷有关的国际商定发展目标，包括千年发展目标；"
脱胎换骨,彻底改造,我觉得你今晚真的进步了，脱胎换骨了。,我觉得你今晚真的进步了，彻底改造了。
开山鼻祖,创始人,他为人侠义宽厚，为政勤谨有谋，是太原孙氏的开山鼻祖。,他为人侠义宽厚，为政勤谨有谋，是太原孙氏的创始人。
该被列入,包括,因此，阎立本的出身应该被列入皇亲国戚之列。,因此，阎立本的家庭出身应包括皇帝亲属的一行。
国戚之列,属的一行,因此，阎立本的出身应该被列入皇亲国戚之列。,因此，阎立本的家庭出身应包括皇帝亲属的一行。
越俎代庖,做自己业务范围之外的事,我们不应认为妇发基金应象过去那样越俎代庖，代替开发计划署或其他组织执行它们在两性平等方面的授权任务。,我们不应认为妇发基金应象过去那样做自己业务范围之外的事，代替开发计划署或其他组织执行它们在两性平等方面的授权任务。
处之泰然,一点也不在意,面对著述种荒谬无礼的行为，很难处之泰然。,面对著述种荒谬无礼的行为，很难一点也不在意。
身不由主,无奈,看着远去的火车，我久久的站着，眼泪充满了眼眶，人生总是有那么多的无奈，那么多的身不由主。,看着远去的火车，我久久的站着，眼泪充满了眼眶，人生总是有那么多的无奈，那么多的无奈。
挨门逐户,每家,葛哈德的病好些了，曾经到各工厂去找过工作，结果是一无所得，这才弄到一个锯木架和一柄锯子，挨门逐户去找锯木头的活儿。,葛哈德的病好些了，曾经到各工厂去找过工作，结果是毫无收获，这才弄到一个锯木架和一柄锯子，每家去找锯木头的活儿。
如泣如诉,凄凉,听不见那夜莺如泣如诉的哀曲。,听不见那夜莺凄凉的哀曲。
束手旁观,不管,但你也不可能对这个每天都在流血的国家束手旁观。,但你也不可能对这个每天都在流血的国家不管。
半路出家,中途改行,摄影与书法属半路出家，作品偶见报章杂志。,摄影与书法属中途改行，作品偶见报章杂志。
与虎谋皮,徒劳,靠这对快乐的玩伴中的一个来治理房地产市场，那不是与虎谋皮吗？。,靠这对快乐的玩伴中的一个来治理房地产市场，那不是徒劳吗？
泥足巨人,表面强大,你为何不直接驳斥他说我们政府是泥足巨人的论点呢？,你为何不直接驳斥他说我们政府是表面强大的论点呢?
下逐客令,的,第十六章对罗伯特奥德利下逐客令圣诞周过去了，乡下客人一个复一个地离开奥德利庄院府邸,第十六章驱逐罗伯特奥德利的圣诞周过去了，乡下客人一个复一个地离开奥德利庄院府邸
刀光剑影,环境充满了凶险的气氛,她们在西餐桌上刀光剑影一个星期以后，往往也会突然想我改良后的拿手好菜：汆丸子汤、清炒大白菜、糖醋排骨和白米饭。,她们在西餐桌上环境充满了凶险的气氛一个星期以后，往往也会突然想我改良后的拿手好菜：汆丸子汤、清炒大白菜、糖醋排骨和白米饭。
您齐头并,你一起前,真诚的期待着与您齐头并进，共创辉煌!,真诚的期待是与你一起前进，共同创造辉煌!
价值连城,珍贵,福克斯说，届时，全球将有十亿电视观众收看这场红毯走秀，而价值连城、且颇受好莱坞影星青睐的哈里·温斯顿钻饰，以及薄纱质地的公主晚礼服将是红毯上的主角。,福克斯说，届时，全球将有十亿电视观众收看这场红毯走秀，而珍贵、且颇受好莱坞影星青睐的哈里·温斯顿钻饰，以及薄纱质地的公主晚礼服将是红毯上的主角。
例行公事,基本活动,它可不只是每天的例行公事哦。,它可不只是每天的基本活动哦。
风土人情,文化,我们主要是想到处看看各地的风土人情，而且特别喜欢踩单车。,我们喜欢看更多的东西，比如世界各地的文化，我们喜欢体育运动，尤其是自行车。
而且特别,我们,我们主要是想到处看看各地的风土人情，而且特别喜欢踩单车。,我们喜欢看更多的东西，比如世界各地的文化，我们喜欢体育运动，尤其是自行车。
仍然还在,继续,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
诲淫诲盗,不正当,媒体方面要坚持斗争，因为媒体仍然还在通过诲淫诲盗的图像和歌曲以及淫秽的广告和影片散布那些贬低妇女的思想。,必须在媒体方面作出持续努力，媒体继续通过不正当的图片和歌曲以及不正当的广告和电影传播贬低妇女的思想。
攻城略地,战争,事实上穆斯林使他们热衷于攻城略地。,事实上穆斯林使他们热衷于战争。
纵横驰骋,自由行动,只要万金在手，你就可以纵横驰骋。,只要万金在手，你就可以自由行动。
每当下课,就在,每当下课铃声要响起时，大部分学生已经合上了书本，放下了作业，交头接耳并随时准备冲出教室。,就在铃响之前，大多数学生合了书，把作业收起来，低声交谈并随时准备冲出教室。
就地正法,立即处罚,妻子指着门铃上的一小块贴纸：推销员和闲杂人等要就地正法。,妻子指着门铃上的一小块贴纸：推销员和闲人要立即处罚。
有言在先,事前打了招呼,因为女服务员有言在先，所以我也难以对他表示同情了。,因为女服务员事前打了招呼，所以我也难以对他表示同情了。
熟门熟路,很有经验,第二日，老马已经在门口熟门熟路的等左伊了。,第二日，老马已经在门口很有经验的等左伊了。
自成一家,很独特,抒情特色使沈从文的小说自成一家，具有鲜明的个人风格。,抒情特色使沈从文的小说很独特，具有鲜明的个人风格。
阿谀逢迎,恭维,他阿谀逢迎的样子我们瞧不起。,他恭维的样子我们瞧不起。
分庭抗礼,实力相当,这两派人马分庭抗礼，直到现在。,这两派人马实力相当，直到现在。
缩手缩脚,太多顾虑,谁喝葡萄酒的人大多是那些缩手缩脚的。,谁喝葡萄酒的人大多是那些太多顾虑的。
有机可乘,钻空子,目前没有向企业注册机构发放名单，企业注册机构也没有参加监测组在访问该国期间同国内当局的会晤，这些情况表明，还有一个漏洞未堵上，可能让恐怖主义资金提供者有机可乘。,目前没有向企业注册机构发放名单，企业注册机构也没有参加监测组在访问该国期间同国内当局的会晤，这些情况表明，还有一个漏洞未堵上，可能让恐怖主义资金提供者钻空子。
昂首阔步,在周围转来转去,他像鸡舍里的公鸡一样昂首阔步。,他像鸡舍里的公鸡一样在周围转来转去。
掂斤播两,过分计较,牧师阁下有一块不孬的土地，用不着掂斤播两的。,牧师阁下有一块不错的土地，用不着过分计较的。
讳疾忌医,害怕去治疗,妇女羞涩也使妇女讳疾忌医,妇女羞涩也使妇女害怕去治疗
完事大吉,就结束,他知道，那个动物要么会咬死亨利爵士，要么会重伤他，而那么一来就可以轻松地将谋杀完事大吉了。,他知道，那个动物要么会咬死亨利爵士，要么会重伤他，而那么一来就可以轻松地将谋杀就结束了。
世态炎凉,人情冷漠,世态炎凉的对照，愈加分明。,人情冷漠的对照，愈加分明。
耐人寻味,值得反复琢磨,可是，用这种方式来表达时，这种试验颇耐人寻味，它确实很重要，因为它让我们能够明白心理跟生理的影响。,可是，用这种方式来表达时，这种试验颇值得反复琢磨，它确实很重要，因为它让我们能够明白心理跟生理的影响。
痴心妄想,不明智,现在这被证明为痴心妄想，股东通常会选择快速盈利而不是长期回报。,现在这被证明为不明智，股东通常会选择快速盈利而不是长期回报。
望而却步,不敢前行,灵的海潮的冲动时常袭来，从未知以及令人望而却步的孤独；我们自诩的灵感，就是对超出我们理智和控制的事物的神圣预示和预知。,灵的海潮的冲动时常袭来，从未知以及令人不敢前行的孤独；我们自诩的灵感，就是对超出我们理智和控制的事物的神圣预示和预知。
气味相投,志趣合得来,他依靠顾问，而他的大多数顾问并没有得到他的任命，他们的思想方法也并不是确实和他气味相投的。,他依靠顾问，而他的大多数顾问并没有得到他的任命，他们的思想方法也并不是确实和他志趣合得来的。
张三李四,人,如果让你或者世间任何张三李四来指挥我的话，我是一刻也容忍不下去的。,如果让你或者世间任何人来指挥我的话，我是一刻也容忍不下去的。
抱头鼠窜,慌乱,现在，他自己却受到追捕，在土沟地洞间抱头鼠窜。,现在，他自己却受到追捕，在土沟地洞间慌乱。
斗转星移,时间过去了,斗转星移，黑夜变成了白天。,时间过去了，黑夜变成了白天。
接踵而至,一个又一个不断出现,接踵而至的混乱以及揭丑使欧盟和它单一市场的生存陷入困境。,一个又一个不断出现的混乱以及揭丑使欧盟和它单一市场的生存陷入困境。
神气活现,了不起,但他的弹奏技巧的确非常高明，使他的演出显得神气活现，盛气凌人，令人无法抗拒。,但他的弹奏技巧的确非常高明，使他的演出显得了不起，傲慢逼人，令人无法抗拒。
随着他们,在合适的条件下，或许可以和我一起,我感觉到有些人已经几乎准备就绪，随着他们冒险进入神性，正常条件下会与我并驾齐驱。,我觉得有些人几乎准备好了，在合适的条件下，或许可以和我一起冒险进入上帝世界。
踉踉跄跄,走路不稳,时代正处于颠峰，而最迷人的桂冠诗人却如一头新生小马驹般踉踉跄跄、惶恐不安。,时代正处于颠峰，而最迷人的桂冠诗人却如一头新生小马驹般走路不稳、内心不安。
流连忘反,留恋,你的每个细节都把我深深吸引，让我流连忘反，回味无穷！,你的每个细节都把我深深吸引，让我留恋，不停回味!
大喜若狂,非常高兴,记得有篇小说写一个爱财如命的财迷，进了一座黄金山，山内皆是黄金珠宝，大喜若狂。,记得有篇小说写一个喜爱钱财的财迷，进了一座黄金山，山内皆是黄金珠宝，非常高兴。
金榜题名,录取,前后走出了十几位金榜题名的高考状元和单科状元。,前后走出了十几位录取的高考状元和单科状元。
一向重视,中，相互,中国文化一向重视礼尚往来。,在中国文化中，相互礼貌往来是一种崇高的美德。
安家落户,定居,很多安家落户的人都是受了诱惑，以为转眼就能发财而来的。,很多定居的人都是受了诱惑，以为转眼就能发财而来的。
消遥自在,悠闲,乔伊整整5年，每个星期工作7天，从而使他开的饭馆成为当地最好的饭馆。现在，他的财源滚滚，生活得可消遥自在啦。,乔伊整整5年，每个星期工作7天，从而使他开的饭馆成为当地最好的饭馆。现在，他的财源滚滚，生活得可悠闲啦。
闭口无言,沉默,在救助人时，不要闭口无言，也不要把你的智慧隐藏不露。,在救助人时，不要沉默，也不要把你的智慧隐藏不露。
寻根问底,深究,无论是公民还是政府都需要一个自由的、善于寻根问底的媒体。,无论是公民还是政府都需要一个自由的、善于深究的媒体。
另起炉灶,制造单独谈判,"同时，中方反对任何在政府间谈判以外""另起炉灶""的作法。",与此同时，中国反对在政府间谈判框架之外制造单独谈判的任何企图。
各自为政,独立,这话说得有点过头了，尤其考虑到印度官员腐败而又各自为政，同时又极具强迫性。,这是很愚蠢的事情，特别是考虑到印度腐败官员而又独立，同时又极具强迫性。
不省人事,失去知觉,我碰上他的那两次，他都醉得不省人事。,我碰上他的那两次，他都醉得失去知觉。
衣冠楚楚,服装整齐漂亮,星期日需要衣冠楚楚。安杰尔对此很不情愿，因为这使得她在室外玩耍很不方便，但是她从不抱怨。,星期日需要服装整齐漂亮。安杰尔对此很不情愿，因为这使得她在室外玩耍很不方便，但是她从不抱怨。
腰缠万贯,很有钱,他讨吃要饭离家，腰缠万贯回归,他讨吃要饭离家，很有钱回归。
首善之区,最好的地方,建设广州文化“首善之区”，重点在于提升广州的文化软实力。,广州建设文化“最好的地方”，重点加强软实力文化建设。
斑驳陆离,多样,方鸿渐恨不能说:怪不得阁下的大作也是那样斑驳陆离。,方鸿渐恨不能说:怪不得阁下的大作也是那样多样。
所为照顾,把,我知道自己劫数难逃，希望你们感我所为，照顾我妻子儿女。,我知道我无法逃脱，我把我的妻子和孩子交给你感谢。
如梦方醒,明白过来,直到这个时候，守队才如梦方醒，开始积极地阻碍对方的每次传球和投球。,直到这个时候，守队才明白过来，开始积极地阻碍对方的每次传球和投球。
歪打正着,凑巧,他歪打正着中了彩票头彩。,他凑巧中了彩票头彩。
百折不回,坚强,他们百折不回地战斗下去。,他们坚强地战斗下去。
前功尽弃,失败,对，不过没像你上周让工作良机前功尽弃那样糟！,对，不过没像你上周让工作良机失败那样糟！
一纸空文,虚假的言论,在我们于1990年4月举行的特别会议上经过大量艰苦工作之后通过的《国际经济合作，特别是恢复发展中国家的经济增长和发展宣言》仍然是一纸空文。,在我们于1990年4月举行的特别会议上经过大量艰苦工作之后通过的《国际经济合作，特别是恢复发展中国家的经济增长和发展宣言》仍然是虚假的言论。
小题大做,夸张,政府说，这家电视台的重新面世，证明了国际上对委内瑞拉钳制言论自由的批评只是小题大做而已。,政府说，这家电视台的重新面世，证明了国际上对委内瑞拉钳制言论自由的批评只是夸张而已。
为非作恶,干坏事,你们中间别有人因做凶手或盗贼、或为非作恶、或骚扰社会、而受苦了。,你们中间别有人因做凶手或盗贼、或干坏事、或骚扰社会、而受苦了。
形销骨立,非常消瘦,她身材修长，有点娇弱，临死前，竟是形销骨立。,她身材修长，有点娇弱，临死前，竟是非常消瘦。
一鼻子灰,壁,你若碰了一鼻子灰回来，不要怪我。,你若碰了壁回来，不要怪我。
从一而终,丈夫死了不再嫁人,你知道这种鹅的伴侣是从一而终的。,你知道这种鹅的伴侣是丈夫死了不再嫁人的。
阿谀奉承,迎合别人，竭力向人讨好,阿谀奉承的话，人们皆爱听。,迎合别人，竭力向人讨好的话，人们皆爱听。
海底捞月,白费气力,你若想获得爵士头衔，简直形同海底捞月。,你若想获得爵士头衔，简直形同白费气力。
遗老遗少,剩余人员,与氏族和独立民兵相关的“军阀”现象，经常包括那些前中央政府留下来的遗老遗少，他们承诺要建立一个他们氏族掌权下的政府。,"""军阀""现象指的是部落民兵和独立民兵，其中包括前中央政府的剩余人员，他们承诺在自己部落的控制下建立一个政府。"
直言无讳,非常坦率,十八世纪工业革命初萌之时，发明家对自己发明的目的往往直言无讳。,十八世纪工业革命初萌之时，发明家对自己发明的目的往往非常坦率。
杳无人烟,荒凉,葛拉辛先生那时住在悉尼，他通过一位房产经纪人找到了这个杳无人烟的国家公园小岛。,葛拉辛先生那时住在悉尼，他通过一位房产经纪人找到了这个荒凉的国家公园小岛。
多快好省,高效,在这种背景下，部署毒品和犯罪问题办公室区域反腐败顾问已经开始便利以多快好省的综合方式提供目标明确的援助。,在这种背景下，部署毒品和犯罪问题办公室区域反腐败顾问已经开始便利以高效的综合方式提供目标明确的援助。
吞吞吐吐,含糊不清,斯利拉姆以一种吞吞吐吐的、无法理解的方式解释他如何得到答案，然后点击选项，屏幕上显示：“正确”。,斯利拉姆以一种含糊不清的、无法理解的方式解释他如何得到答案，然后点击选项，屏幕上显示：“正确”。
步调一致,想法相同,这个决定已被大家接受，所以我们现在步调一致。,这项决定已为所有人所接受，因此我们大家现在想法相同。
蹉跎岁月,时光,他们在结束殖民时代后经历了各自的蹉跎岁月。,他们在结束殖民时代后经历了各自的时光。
水火之中,困苦里面,2008年全球金融危机爆发后，欧盟较疲软的经济体失业特别是年轻人失业飙升，而较坚挺的经济体感到了救疲软国于水火之中的“表现凝聚力”的压力。,2008年全球金融危机爆发后，欧盟较疲软的经济体失业特别是年轻人失业飙升，而较坚挺的经济体感到了救疲软国于困苦里面的“表现凝聚力”的压力。
分文不取,提供治疗,他医治病人分文不取,他免费为病人提供治疗
天南地北,距离极远,种球茎的时刻变得很沉默，我们不再天南地北地聊个没完。,种球茎的时刻变得很沉默，我们不再距离极远地聊个没完。
量入为出,节省开支的,量入为出系统里面并不存在不可持续的进程，因此它不是庞氏或金字塔式骗局。,节省开支的系统里面并不存在不可持续的进程，因此它不是庞氏或金字塔式骗局。
兴风作浪,惹事,她在文法学校是个兴风作浪的人物，因而被开除,她在文法学校是个惹事的人物，因而被开除
无微不至,非常细致,我们似乎不太喜欢养花，花是一种享受的植物，需要你无微不至的照顾方才绽放开漂亮的花朵。,我们似乎不太喜欢养花，花是一种享受的植物，需要你非常细致的照顾方才绽放开漂亮的花朵。
封官许愿,给予名利地位,那个腐败的政客给他的朋友和支持者封官许愿，他们当中有许多人根本就不配。,那个腐败的政客给他的朋友和支持者给予名利地位，他们当中有许多人根本就不配。
牛鬼蛇神,坏人,让那些毒草长嘛，让那些牛鬼蛇神出台嘛，你怕他干什么呢？,让那些毒草长嘛，让那些坏人出台嘛，你怕他干什么呢?
寥若晨星,很少,有人也表示关切：任择议定书列入长期有效邀请会使得批准的国家寥若晨星。,有人也表示关切：任择议定书列入长期有效邀请会使得批准的国家很少。
能回忆起,记得在,我能回忆起那段时间一鳞半爪的感觉，但形不成什么想法，付诸不了行动,我记得在那一段时间里我感觉到了一些零星的感觉，但几乎没有什么想法，也没有什么行动。
付诸不了,也没有什么,我能回忆起那段时间一鳞半爪的感觉，但形不成什么想法，付诸不了行动,我记得在那一段时间里我感觉到了一些零星的感觉，但几乎没有什么想法，也没有什么行动。
约定俗成,经过实践获得,以一个旧标准的单臂演习，并约定俗成，能强迫游泳者去思考和探索。,以一个旧标准的单臂演习，并经过实践获得，能强迫游泳者去思考和探索。
拿手好戏,擅长的活儿,便携式的防水火焰是她的拿手好戏。,便携式的防水火焰是她的擅长的活儿。
有目共睹,人人都可以看到，极其明显,在伊朗核问题上，我们是本着负责任的、建设性的态度来处理的，中国的努力是有目共睹的。,在伊朗核问题上，我们是本着负责任的、建设性的态度来处理的，中国的努力是人人都可以看到，极其明显的。
走上前去,对着那对奇怪的夫妇,奥兰斯卡夫人走上前去，轻言细语地向这对可疑的来客表示欢迎。,奥兰斯卡夫人对着那对奇怪的夫妇轻轻地说了一句欢迎词。
偷天换日,掩盖事实,面貌的巧合：偷天换日的乞丐王子12岁的汤姆肯帝耐心地站在白金汉宫的城门外，希望一睹爱德华温莎王储的风采。,面貌的巧合：掩盖事实的乞丐王子12岁的汤姆肯帝耐心地站在白金汉宫的城门外，希望一睹爱德华温莎王储的风采。
负荆请罪,主动道歉,你最好是负荆请罪，我相信他会原谅你。,你最好是主动道歉，我相信他会原谅你。
攀龙附凤,巴结权势,海耶斯是个金发美女，一名聪明而又富贵的耶鲁大学研究生。她以前的同班同学汤姆·麦克德文是一个帅气迷人而又爱攀龙附凤的人。,海耶斯是个金发美女，一名聪明而又富贵的耶鲁大学研究生。她以前的同班同学汤姆·麦克德文是一个帅气迷人而又爱巴结权势的人。
睚眦必报,心胸狭窄,但在不稳定、睚眦必报的自恋狂手中，它也可能带来难以磨灭的伤害。,但在不稳定、心胸狭窄的自恋狂手中，它也可能带来难以磨灭的伤害。
沾花惹草,搞暧昧关系,朋友们都结婚了，可乔还到处沾花惹草。,朋友们都结婚了，可乔还到处搞暧昧关系。
铺天盖地,广告的,因为各类铺天盖地，跟换频繁的广告牌，使得人们开始变得喜新厌旧。,由于大量各类广告的跟换如此频繁，使得人们喜欢新的和恨旧的。
冲昏头脑,充满思想,就是那个在比赛中被我打败的家伙。一个被复仇冲昏头脑的家伙。,就是那个在比赛中被我打败的家伙。一个被复仇充满思想的家伙。
一碧万顷,无边的青绿,天色欲曙时，阴云消散，一碧万顷，只见一颗流星从头顶划落。,天色欲曙时，阴云消散，无边的青绿，只见一颗流星从头顶划落。
步步为营,有利,"美国认为，在核裁军问题上采取""步步为营""的做法是实现无核武器世界的唯一一条实际可行、切合现实的途径。",美国认为，在核裁军问题上采取有利的做法是实现无核武器世界的唯一一条实际可行、切合现实的途径。
座无虚席,坐满了人,上周在奥地利城市萨尔茨保莫扎特住宅博物馆举行了一场特别的演奏会，博物馆座无虚席。,上周在奥地利萨尔茨堡的莫扎特住宅博物馆举行了一次非常特殊的独奏会，博物馆坐满了人。
流芳千古,永远,他是人们心目中流芳千古的民族英雄。,他是人们心目中永远的民族英雄。
好声好气,态度温和,诺利斯太太非常气恼，不肯好声好气地认输。,诺利斯太太非常气恼，不肯态度温和地认输。
跃然纸上,十分生动,一旦你开始了，你就会发现那些你从来没大声说出来的话会汩汩的从脑海中流出跃然纸上。,一旦你开始了，你就会发现那些你从来没大声说出来的话会汩汩的从脑海中流出十分生动。
兴高彩烈,狂喜,十六岁了，对狗来说也是时候了。人们大概都看到过一匹年轻的俊马在宽阔的草原上兴高彩烈地奔跑的情景吧！,十六岁了，对狗来说也是时候了。人们大概都看到过一匹年轻的俊马在宽阔的草原上狂喜地奔跑的情景吧！
极端不均,失,现有和未来的卫星系统在纠正世界上许多地区存在的知识极端不均衡现象大有作为。,目前和未来的卫星系统可以大大纠正世界许多地区存在的严重知识失衡现象。
无独有偶,如此巧合,伍尔夫的家庭背景复杂、抵触不时，加之婚姻生活的坎坷，铸就了她无独有偶的性格。,伍尔夫的家庭背景复杂、抵触不时，加之婚姻生活的坎坷，铸就了她如此巧合的性格。
子姿容秀,人外表,女子姿容秀美，衣着时髦，浓妆淡抹，修眉染唇，妩媚妖娆，表现出性的吸引力。,女人外表美观，穿着时尚，嘴唇染红，很是迷人，表现出性的吸引力。
浓妆淡抹,嘴唇染红,女子姿容秀美，衣着时髦，浓妆淡抹，修眉染唇，妩媚妖娆，表现出性的吸引力。,女人外表美观，穿着时尚，嘴唇染红，很是迷人，表现出性的吸引力。
耳鬓厮磨,亲密,如果你们现在沉浸在刺激，性爱与耳鬓厮磨中那或许就处在这个阶段。,如果你们现在沉浸在刺激，性爱与亲密中那或许就处在这个阶段。
借尸还魂,复活,瑞典在九十年代早期银行危机的时候成功地采用了这一手法，而美国和英国当前的措施可能会最终产生日本式的借尸还魂银行。这些银行从来就没有得到妥善的重组，并且无限延长了信贷冻结。,瑞典在九十年代早期银行危机的时候成功地采用了这一手法，而美国和英国当前的措施可能会最终产生日本式的复活银行。这些银行从来就没有得到妥善的重组，并且无限延长了信贷冻结。
相互依存,密切,世界各国比以往更加相互依存，协力同心在下一代内消除全球贫穷至关重要。,世界各国比以往更加密切，团结起来在下一代内消除全球贫穷至关重要。
协力同心,团结起来,世界各国比以往更加相互依存，协力同心在下一代内消除全球贫穷至关重要。,世界各国比以往更加密切，团结起来在下一代内消除全球贫穷至关重要。
急起直追,赶上,我们要急起直追，否则就太晚了。,我们要赶上，否则就太晚了。
泣不成声,流着泪水,他讲完后笑得泣不成声，他总是笑他自己讲的笑话。,当他结束时，他正笑得流着泪水，因为他总是听自己的笑话。
牢骚满腹,抱怨,别牢骚满腹，工作要紧。,别抱怨，工作要紧。
一盘散沙,不团结,去中心化的组织、多极的领导层以及相互冲突的意识形态立场使得沙拉菲总是处于一盘散沙的状态，组织结构很不稳定，很容易受到操纵和渗透。,去中心化的组织、多极的领导层以及相互冲突的意识形态立场使得沙拉菲总是处于不团结的状态，组织结构很不稳定，很容易受到操纵和渗透。
绝无仅有,独特,这辆中国专属车就是彩色集合体，以橙色火焰或洋红金属漆为特色，还有绝无仅有的青龙木饰面和极致系列徽章。,这辆中国专属车就是彩色集合体，以橙色火焰或洋红金属漆为特色，还有独特的青龙木饰面和极致系列徽章。
磨拳擦掌,做好准备,一个月之内我们还将继续为新赛季磨拳擦掌，以保证一开始便拥有最好状态。,一个月之内我们还将继续为新赛季做好准备，以保证一开始便拥有最好状态。
溘然长逝,死,她躺下，把脸转向墙壁，便溘然长逝了。,她躺下，把脸转向墙壁，便死了。
怅然若失,忧伤,一个孩子以怅然若失的目光望著橱窗中的玩具。,一个孩子以忧伤的目光望著橱窗中的玩具。
万应灵丹,解决各种疑难问题的办法,全球化虽然不是万应灵丹，但无疑将促进国际团结。,全球化虽然不是解决各种疑难问题的办法，但无疑将促进国际团结。
头重脚轻,不合理,从下文各段可以看出，特派团员额配置表在咨询委员会看来是头重脚轻的。,从下面各段可以看出，咨询委员会认为特派团的员额配置表似乎是不合理的。
乔迁之喜,新家建成,初春时，国王的房子已经完工。他决定举行一场宴会，以庆祝乔迁之喜。,初春时，国王的房子已经完工。他决定举行一场宴会，以庆祝新家建成。
不声不响,默默,埃德加站在火炉边，不声不响地哭着，在桌子中间有一只小狗坐在那儿，抖着它的爪子，汪汪地叫。从他们双方的控诉听来，我们明白了他们差点儿把它扯成两半,埃德加站在火炉边，默默地哭着，在桌子中间有一只小狗坐在那儿，抖着它的爪子，汪汪地叫。从他们双方的控诉听来，我们明白了他们差点儿把它扯成两半
呆头呆脑,用迟钝,她呆头呆脑地瞧着那个陌生人。,她用迟钝地盯着那个陌生人。
真是生龙,充满了,这些年轻人真是生龙活虎，说干就干。,这些年轻人充满了活力，毫不拖延地采取行动。
说干就干,毫不拖延地采取行动,这些年轻人真是生龙活虎，说干就干。,这些年轻人充满了活力，毫不拖延地采取行动。
风雨飘摇,不稳定,两次大战之间的德国政权是魏玛共和国，它的最后日子变得风雨飘摇，民主派内争不断，德国政府于是转而采纳反对党的激进主义，要求西方列强撤出莱茵非军事区。,两次大战之间的德国政权是魏玛共和国，它的最后日子变得不稳定，民主派内争不断，德国政府于是转而采纳反对党的激进主义，要求西方列强撤出莱茵非军事区。
敬谢不敏,表示推辞,墨西哥总统赛迪略拟定计划，企图使该国残破的经济恢复稳定，但因此计划欠缺明确的改善措施，导致比索在本周末贬值到有史以来最低点，投资商对此计划也就敬谢不敏。,墨西哥总统赛迪略拟定计划，企图使该国残破的经济恢复稳定，但因此计划欠缺明确的改善措施，导致比索在本周末贬值到有史以来最低点，投资商对此计划也就表示推辞。
口蜜腹剑,阴险,那个口蜜腹剑的家伙到老板那里告了我一状。,那个阴险的家伙到老板那里告了我一状。
感情用事,冷静考虑,赵博思先生的不感情用事是出了名的，他将被迫离开苹果公司作为一次重新思考的机会。,赵博思先生的不冷静考虑是出了名的，他将被迫离开苹果公司作为一次重新思考的机会。
生逢其时,很幸运,普鲁士生逢其时，正赶上瑞典的崩溃和动乱不安，混乱而衰微的波兰被瓜分豆剖。,普鲁士很幸运，正赶上瑞典的崩溃和动荡，混乱而衰微的波兰被瓜分。
胸中有数,知道如何处理这种情况,不用担心，他胸中有数，不会出事的。,别担心，他知道如何处理这种情况，不会出事的。
九泉之下,天堂,双语格林童话：灰姑娘从前，有一个富人的妻子得了重病，在临终前，她把自己的独生女儿叫到身边说：乖女儿，妈去了以后会在九泉之下守护你、保佑你的。,双语格林童话：灰姑娘从前，有一个富人的妻子得了重病，在临终前，她把自己的独生女儿叫到身边说：乖女儿，妈去了以后会在天堂守护你、保佑你的。
敲锣打鼓,欢庆祝贺,比赛一般以村为单位组织参加，同村人便在两岸敲锣打鼓呐喊助威。,比赛一般以村为单位组织参加，同村人便在两岸欢庆祝贺呐喊助威。
呱呱坠地,出生,当婴儿呱呱坠地时，人生教育就开始了。,当婴儿出生时，人生教育就开始了。
不加思索,迅速,她怀着恐怖的心情看着它，随即不加思索地急忙握紧了手。,她怀着恐怖的心情看着它，随即迅速地急忙握紧了手。
进退维谷,困难,在这种进退维谷的处境下，素来基伯爵为挽救他个人的荣誉只有一条路可走。,在这种困难的处境下，素来基伯爵为挽救他个人的荣誉只有一条路可走。
惊心动魄,使人紧张到极点,沿着蜿蜒曲折的道路尘土飞扬，思惟、惊心动魄的旅程。,沿着蜿蜒曲折的道路尘土飞扬，思惟、使人紧张到极点的旅程。
积年累月,经历很长时间,可是，流水却积年累月，用它的柔情替我们冲刷出了一片片金黄海岸。,可是，流水却经历很长时间，用它的柔情替我们冲刷出了一片片金黄海岸。
桀骜不逊,傲慢,因此几乎可以肯定，普罗迪会丧失对桀骜不逊的联盟施加强制性约束的最佳工具。,因此几乎可以肯定，普罗迪会丧失对傲慢的联盟施加强制性约束的最佳工具。
硕果累累,一片丰收,十月，金秋硕果累累，秋的色、景、情、意、韵溢满五洲四海。,十月，金秋一片丰收，秋的色、景、情、意、韵溢满世界各地。
五洲四海,世界各地,十月，金秋硕果累累，秋的色、景、情、意、韵溢满五洲四海。,十月，金秋一片丰收，秋的色、景、情、意、韵溢满世界各地。
歪门邪道,不正经的,我们需要的是一个公平的比赛--靠歪门邪道赢得胜利不算好汉!,我们需要的是一个公平的比赛--靠不正经的赢得胜利不算好汉!
