src,dst,src_tokenized,dst_tokenized
西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要将心比心就可以了。,西方文化正如孙中山先生指出的，习惯于把自己的理念通过很霸道的方式强加在别人头上；而中国文化则认为，天伦大道藏在每个人的心底，只要诚心相待就可以了。,西 方 文 化 正 如 孙 中 山 先 生 指 出 的 ， 习 惯 于 把 自 己 的 理 念 通 过 很 霸 道 的 方 式 强 加 在 别 人 头 上 ； 而 中 国 文 化 则 认 为 ， 天 伦 大 道 藏 在 每 个 人 的 心 底 ， 只 要 将 心 比 心 就 可 以 了 。,西 方 文 化 正 如 孙 中 山 先 生 指 出 的 ， 习 惯 于 把 自 己 的 理 念 通 过 很 霸 道 的 方 式 强 加 在 别 人 头 上 ； 而 中 国 文 化 则 认 为 ， 天 伦 大 道 藏 在 每 个 人 的 心 底 ， 只 要 诚 心 相 待 就 可 以 了 。
尽管一年来苗凯一直顽强地为高凤阁“据理力争”，拖延着想从轻处理，但中纪委工作组秉公执纪，寸步不让，一定要严惩这位渎职的行署专员。,尽管一年来苗凯一直顽强地为高凤阁“竭力维护”，拖延着想从轻处理，但中纪委工作组秉公执纪，一点也不让步，一定要严惩这位渎职的行署专员。,尽 管 一 年 来 苗 凯 一 直 顽 强 地 为 高 凤 阁 “ 据 理 力 争 ” ， 拖 延 着 想 从 轻 处 理 ， 但 中 纪 委 工 作 组 秉 公 执 纪 ， 寸 步 不 让 ， 一 定 要 严 惩 这 位 渎 职 的 行 署 专 员 。,尽 管 一 年 来 苗 凯 一 直 顽 强 地 为 高 凤 阁 “ 竭 力 维 护 ” ， 拖 延 着 想 从 轻 处 理 ， 但 中 纪 委 工 作 组 秉 公 执 纪 ， 一 点 也 不 让 步 ， 一 定 要 严 惩 这 位 渎 职 的 行 署 专 员 。
有一个朋友的女儿开玩笑说“汪伯伯是大器晚成”。,有一个朋友的女儿开玩笑说“汪伯伯是晚年成才”。,有 一 个 朋 友 的 女 儿 开 玩 笑 说 “ 汪 伯 伯 是 大 器 晚 成 ” 。,有 一 个 朋 友 的 女 儿 开 玩 笑 说 “ 汪 伯 伯 是 晚 年 成 才 ” 。
在学术上也曾读经读史，读诸子百家，也曾学作诗填词。,在学术上也曾读经读史，读百家之书，也曾学作诗填词。,在 学 术 上 也 曾 读 经 读 史 ， 读 诸 子 百 家 ， 也 曾 学 作 诗 填 词 。,在 学 术 上 也 曾 读 经 读 史 ， 读 百 家 之 书 ， 也 曾 学 作 诗 填 词 。
"在中国的""乡村和城市，惨绝人寰的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""千千万万的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""狂轰滥炸一点儿也不亚于伦敦。","在中国的""乡村和城市，惨痛的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""众多的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""疯狂打击下一点儿也不亚于伦敦。","在 中 国 的 "" 乡 村 和 城 市 ， 惨 绝 人 寰 的 "" 烧 光 、 杀 光 、 抢 光 "" ， 使 良 田 化 为 焦 土 ， 房 舍 焚 为 平 地 ， "" 千 千 万 万 的 苍 生 包 括 无 数 的 妇 女 、 儿 童 甚 至 腹 中 的 胎 儿 在 日 寇 的 皮 靴 和 战 刀 下 丧 生 ， "" 狂 轰 滥 炸 一 点 儿 也 不 亚 于 伦 敦 。","在 中 国 的 "" 乡 村 和 城 市 ， 惨 痛 的 "" 烧 光 、 杀 光 、 抢 光 "" ， 使 良 田 化 为 焦 土 ， 房 舍 焚 为 平 地 ， "" 众 多 的 苍 生 包 括 无 数 的 妇 女 、 儿 童 甚 至 腹 中 的 胎 儿 在 日 寇 的 皮 靴 和 战 刀 下 丧 生 ， "" 疯 狂 打 击 下 一 点 儿 也 不 亚 于 伦 敦 。"
在这一过程中，又有一些女孩子迷途知返。,在这一过程中，又有一些女孩子知错改正了。,在 这 一 过 程 中 ， 又 有 一 些 女 孩 子 迷 途 知 返 。,在 这 一 过 程 中 ， 又 有 一 些 女 孩 子 知 错 改 正 了 。
我总觉得，这多半是一种笼络人心的言语贿赂，既糟蹋了青年，又糟蹋了真理。,我总觉得，这多半是一种拉拢人心的言语贿赂，既糟蹋了青年，又糟蹋了真理。,我 总 觉 得 ， 这 多 半 是 一 种 笼 络 人 心 的 言 语 贿 赂 ， 既 糟 蹋 了 青 年 ， 又 糟 蹋 了 真 理 。,我 总 觉 得 ， 这 多 半 是 一 种 拉 拢 人 心 的 言 语 贿 赂 ， 既 糟 蹋 了 青 年 ， 又 糟 蹋 了 真 理 。
对讲机声声急呼，所有的人都憋住了气，睁大了眼，浸透了汗，看佛祖如何保佑我们步步为营，穿越新的难关。,对讲机声声急呼，所有的人都憋住了气，睁大了眼，浸透了汗，看佛祖如何保佑我们一步步成功突破新的难关。,对 讲 机 声 声 急 呼 ， 所 有 的 人 都 憋 住 了 气 ， 睁 大 了 眼 ， 浸 透 了 汗 ， 看 佛 祖 如 何 保 佑 我 们 步 步 为 营 ， 穿 越 新 的 难 关 。,对 讲 机 声 声 急 呼 ， 所 有 的 人 都 憋 住 了 气 ， 睁 大 了 眼 ， 浸 透 了 汗 ， 看 佛 祖 如 何 保 佑 我 们 一 步 步 成 功 突 破 新 的 难 关 。
一个令人奇怪的现象是，修建过程这么长，前期和晚期却没有明显区别，中间似乎并未出现过破旧立新式的大进化。,一个令人奇怪的现象是，修建过程这么长，前期和晚期却没有明显区别，中间似乎并未出现过破除旧模式建立新样式的大进化。,一 个 令 人 奇 怪 的 现 象 是 ， 修 建 过 程 这 么 长 ， 前 期 和 晚 期 却 没 有 明 显 区 别 ， 中 间 似 乎 并 未 出 现 过 破 旧 立 新 式 的 大 进 化 。,一 个 令 人 奇 怪 的 现 象 是 ， 修 建 过 程 这 么 长 ， 前 期 和 晚 期 却 没 有 明 显 区 别 ， 中 间 似 乎 并 未 出 现 过 破 除 旧 模 式 建 立 新 样 式 的 大 进 化 。
小孔突然就觉得自己的身体有了微妙的却又是深刻的变化，是那种不攻自破的情态。,孔突然就觉得自己的身体有了微妙的却又是深刻的变化，是那种经不起打击的情态。,小 孔 突 然 就 觉 得 自 己 的 身 体 有 了 微 妙 的 却 又 是 深 刻 的 变 化 ， 是 那 种 不 攻 自 破 的 情 态 。,孔 突 然 就 觉 得 自 己 的 身 体 有 了 微 妙 的 却 又 是 深 刻 的 变 化 ， 是 那 种 经 不 起 打 击 的 情 态 。
挣扎的结果给小马带来了绝望，他气息奄奄，奄奄一息。,挣扎的结果给小马带来了绝望，他气息很弱。,挣 扎 的 结 果 给 小 马 带 来 了 绝 望 ， 他 气 息 奄 奄 ， 奄 奄 一 息 。,挣 扎 的 结 果 给 小 马 带 来 了 绝 望 ， 他 气 息 很 弱 。
他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是隔行如隔山。”,他想着那情景，不由得嘿嘿地笑起来，下结论说：“真是各行职业专业不同。”,他 想 着 那 情 景 ， 不 由 得 嘿 嘿 地 笑 起 来 ， 下 结 论 说 ： “ 真 是 隔 行 如 隔 山 。 ”,他 想 着 那 情 景 ， 不 由 得 嘿 嘿 地 笑 起 来 ， 下 结 论 说 ： “ 真 是 各 行 职 业 专 业 不 同 。 ”
榔头队干什么，红大刀就干什么，道高一尺，魔高一丈，只有处处压住了榔头队，红大刀才能争取更多群众，立于不败之地，才有可能加重进入革命委员会名额的砝码。,榔头队干什么，红大刀就干什么，道高一尺，魔高一丈，只有处处压住了榔头队，红大刀才能争取更多群众，不失败，才有可能加重进入革命委员会名额的砝码。,榔 头 队 干 什 么 ， 红 大 刀 就 干 什 么 ， 道 高 一 尺 ， 魔 高 一 丈 ， 只 有 处 处 压 住 了 榔 头 队 ， 红 大 刀 才 能 争 取 更 多 群 众 ， 立 于 不 败 之 地 ， 才 有 可 能 加 重 进 入 革 命 委 员 会 名 额 的 砝 码 。,榔 头 队 干 什 么 ， 红 大 刀 就 干 什 么 ， 道 高 一 尺 ， 魔 高 一 丈 ， 只 有 处 处 压 住 了 榔 头 队 ， 红 大 刀 才 能 争 取 更 多 群 众 ， 不 失 败 ， 才 有 可 能 加 重 进 入 革 命 委 员 会 名 额 的 砝 码 。
儿子无能，怨不得红杏出墙；女人吗，年轻吗；年轻腰馋，不算毛病。,儿子无能，怨不得女人出轨；女人吗，年轻吗；年轻腰馋，不算毛病,儿 子 无 能 ， 怨 不 得 红 杏 出 墙 ； 女 人 吗 ， 年 轻 吗 ； 年 轻 腰 馋 ， 不 算 毛 病 。,儿 子 无 能 ， 怨 不 得 女 人 出 轨 ； 女 人 吗 ， 年 轻 吗 ； 年 轻 腰 馋 ， 不 算 毛 病
外国的企业家果然有高掌远�的气魄和铁一样的手腕，却也有忠实而能干的部下，这样才能应付自如，所向必利。,外国的企业家果然有高掌远�的气魄和铁一样的手腕，却也有忠实而能干的部下，这样才能自如的应对，所向必利。,外 国 的 企 业 家 果 然 有 高 掌 远 � 的 气 魄 和 铁 一 样 的 手 腕 ， 却 也 有 忠 实 而 能 干 的 部 下 ， 这 样 才 能 应 付 自 如 ， 所 向 必 利 。,外 国 的 企 业 家 果 然 有 高 掌 远 � 的 气 魄 和 铁 一 样 的 手 腕 ， 却 也 有 忠 实 而 能 干 的 部 下 ， 这 样 才 能 自 如 的 应 对 ， 所 向 必 利 。
至于原来的办事人，我早就觉得都不行，可是人才难得，一时间更不容易找，就一天一天搁着；现在不能再挨下去了。,至于原来的办事人，我早就觉得都不行，可是人才难找，一时间更不容易找，就一天一天搁着；现在不能再挨下去了。,至 于 原 来 的 办 事 人 ， 我 早 就 觉 得 都 不 行 ， 可 是 人 才 难 得 ， 一 时 间 更 不 容 易 找 ， 就 一 天 一 天 搁 着 ； 现 在 不 能 再 挨 下 去 了 。,至 于 原 来 的 办 事 人 ， 我 早 就 觉 得 都 不 行 ， 可 是 人 才 难 找 ， 一 时 间 更 不 容 易 找 ， 就 一 天 一 天 搁 着 ； 现 在 不 能 再 挨 下 去 了 。
并且宗教信仰中附带的佣工美德，手脚干净而不浪费，因为从主人完全信托中，可增加她一点作人的尊严和信用，还能好好保持。,并且宗教信仰中附带的佣工美德，做事利索而不浪费，因为从主人完全信托中，可增加她一点作人的尊严和信用，还能好好保持。,并 且 宗 教 信 仰 中 附 带 的 佣 工 美 德 ， 手 脚 干 净 而 不 浪 费 ， 因 为 从 主 人 完 全 信 托 中 ， 可 增 加 她 一 点 作 人 的 尊 严 和 信 用 ， 还 能 好 好 保 持 。,并 且 宗 教 信 仰 中 附 带 的 佣 工 美 德 ， 做 事 利 索 而 不 浪 费 ， 因 为 从 主 人 完 全 信 托 中 ， 可 增 加 她 一 点 作 人 的 尊 严 和 信 用 ， 还 能 好 好 保 持 。
要是他看中了你的厂，想要弄你，可就不同了；他使出辣手来逼你，弄到你走头无路，末了还得去请求他！,要是他看中了你的厂，想要弄你，可就不同了；他使出辣手来逼你，弄到你无路可走的时候，末了还得去请求他！,要 是 他 看 中 了 你 的 厂 ， 想 要 弄 你 ， 可 就 不 同 了 ； 他 使 出 辣 手 来 逼 你 ， 弄 到 你 走 头 无 路 ， 末 了 还 得 去 请 求 他 ！,要 是 他 看 中 了 你 的 厂 ， 想 要 弄 你 ， 可 就 不 同 了 ； 他 使 出 辣 手 来 逼 你 ， 弄 到 你 无 路 可 走 的 时 候 ， 末 了 还 得 去 请 求 他 ！
吴荪甫乘机会把姑奶奶支使开，就拉住了杜竹斋，进行他的“攻守同盟”的外交谈判。,荪甫乘机会把姑奶奶支使开，就拉住了杜竹斋，进行他的约定的外交谈判。,吴 荪 甫 乘 机 会 把 姑 奶 奶 支 使 开 ， 就 拉 住 了 杜 竹 斋 ， 进 行 他 的 “ 攻 守 同 盟 ” 的 外 交 谈 判 。,荪 甫 乘 机 会 把 姑 奶 奶 支 使 开 ， 就 拉 住 了 杜 竹 斋 ， 进 行 他 的 约 定 的 外 交 谈 判 。
"风刀霜剑、冰雪严寒并没有割断燕园通往""博雅""宅的路，楚雁潮依然如约前""来，信守着和新月的爱情，也信守着和韩太太的协定；他不再惶恐，极力让自己坦然""地来，坦然地走。","恶劣的天气并没有割断燕园通往""博雅""宅的路，楚雁潮依然如约前""来，信守着和新月的爱情，也信守着和韩太太的协定；他不再惶恐，极力让自己坦然""地来，坦然地走。","风 刀 霜 剑 、 冰 雪 严 寒 并 没 有 割 断 燕 园 通 往 "" 博 雅 "" 宅 的 路 ， 楚 雁 潮 依 然 如 约 前 "" 来 ， 信 守 着 和 新 月 的 爱 情 ， 也 信 守 着 和 韩 太 太 的 协 定 ； 他 不 再 惶 恐 ， 极 力 让 自 己 坦 然 "" 地 来 ， 坦 然 地 走 。","恶 劣 的 天 气 并 没 有 割 断 燕 园 通 往 "" 博 雅 "" 宅 的 路 ， 楚 雁 潮 依 然 如 约 前 "" 来 ， 信 守 着 和 新 月 的 爱 情 ， 也 信 守 着 和 韩 太 太 的 协 定 ； 他 不 再 惶 恐 ， 极 力 让 自 己 坦 然 "" 地 来 ， 坦 然 地 走 。"
这候补仙人，既然法力无边，天上五龙诸神，皆尊敬畏怖，有所震慑，一经吩咐，不敢不从。,这候补仙人，既然法力很大，天上五龙诸神，皆尊敬畏怖，有所震慑，一经吩咐，不敢不从。,这 候 补 仙 人 ， 既 然 法 力 无 边 ， 天 上 五 龙 诸 神 ， 皆 尊 敬 畏 怖 ， 有 所 震 慑 ， 一 经 吩 咐 ， 不 敢 不 从 。,这 候 补 仙 人 ， 既 然 法 力 很 大 ， 天 上 五 龙 诸 神 ， 皆 尊 敬 畏 怖 ， 有 所 震 慑 ， 一 经 吩 咐 ， 不 敢 不 从 。
“破耳朵”与我对视良久，显然它也在权衡利弊，我超过五百斤的体重，我,“破耳朵”与我对视良久，显然它也在考虑利弊，我超过五百斤的体重，我,“ 破 耳 朵 ” 与 我 对 视 良 久 ， 显 然 它 也 在 权 衡 利 弊 ， 我 超 过 五 百 斤 的 体 重 ， 我,“ 破 耳 朵 ” 与 我 对 视 良 久 ， 显 然 它 也 在 考 虑 利 弊 ， 我 超 过 五 百 斤 的 体 重 ， 我
爸爸显然是支持她的，但是爸爸似乎又顾虑重重，没有妈妈的点头，爸爸是很难做出最后决定的，他今天的话越说越无力，还是要看妈妈的脸色。,爸爸显然是支持她的，但是爸爸似乎又有很多顾虑，没有妈妈的点头，爸爸是很难做出最后决定的，他今天的话越说越无力，还是要看妈妈的脸色。,爸 爸 显 然 是 支 持 她 的 ， 但 是 爸 爸 似 乎 又 顾 虑 重 重 ， 没 有 妈 妈 的 点 头 ， 爸 爸 是 很 难 做 出 最 后 决 定 的 ， 他 今 天 的 话 越 说 越 无 力 ， 还 是 要 看 妈 妈 的 脸 色 。,爸 爸 显 然 是 支 持 她 的 ， 但 是 爸 爸 似 乎 又 有 很 多 顾 虑 ， 没 有 妈 妈 的 点 头 ， 爸 爸 是 很 难 做 出 最 后 决 定 的 ， 他 今 天 的 话 越 说 越 无 力 ， 还 是 要 看 妈 妈 的 脸 色 。
如果我把四老爷和九老爷亲兄弟反目之后，连吃饭时都用一只手紧紧攥着手枪随时准备开火的情景拍下来，我会让你大吃一惊，遗憾的是我的照相机出了毛病，空口无凭，我怎么说你都不会相信。,如果我把四老爷和九老爷亲兄弟反目之后，连吃饭时都用一只手紧紧攥着手枪随时准备开火的情景拍下来，我会让你吃惊，遗憾的是我的照相机出了毛病，空说没有证据，我怎么说你都不会相信。,如 果 我 把 四 老 爷 和 九 老 爷 亲 兄 弟 反 目 之 后 ， 连 吃 饭 时 都 用 一 只 手 紧 紧 攥 着 手 枪 随 时 准 备 开 火 的 情 景 拍 下 来 ， 我 会 让 你 大 吃 一 惊 ， 遗 憾 的 是 我 的 照 相 机 出 了 毛 病 ， 空 口 无 凭 ， 我 怎 么 说 你 都 不 会 相 信 。,如 果 我 把 四 老 爷 和 九 老 爷 亲 兄 弟 反 目 之 后 ， 连 吃 饭 时 都 用 一 只 手 紧 紧 攥 着 手 枪 随 时 准 备 开 火 的 情 景 拍 下 来 ， 我 会 让 你 吃 惊 ， 遗 憾 的 是 我 的 照 相 机 出 了 毛 病 ， 空 说 没 有 证 据 ， 我 怎 么 说 你 都 不 会 相 信 。
没有人会相信春来能出落成今天的这副模样，什么叫女大十八变?,没有人会相信春来能出落成今天的这副模样，什么叫女孩长大了变化很大?,没 有 人 会 相 信 春 来 能 出 落 成 今 天 的 这 副 模 样 ， 什 么 叫 女 大 十 八 变 ?,没 有 人 会 相 信 春 来 能 出 落 成 今 天 的 这 副 模 样 ， 什 么 叫 女 孩 长 大 了 变 化 很 大 ?
做买卖，就是认钱不认人，谁的能耐大，谁就独霸一方。,做买卖，就是认钱不认人，谁的能耐大，谁就能霸占一方。,做 买 卖 ， 就 是 认 钱 不 认 人 ， 谁 的 能 耐 大 ， 谁 就 独 霸 一 方 。,做 买 卖 ， 就 是 认 钱 不 认 人 ， 谁 的 能 耐 大 ， 谁 就 能 霸 占 一 方 。
生命在迅雷不及掩耳的一瞬中结束了，他倒在那残破的宝船上，滚热的鲜血把琢玉人和碎玉连成一体！,生命在极快的一瞬中结束了，他倒在那残破的宝船上，滚热的鲜血把琢玉人和碎玉连成一体！,生 命 在 迅 雷 不 及 掩 耳 的 一 瞬 中 结 束 了 ， 他 倒 在 那 残 破 的 宝 船 上 ， 滚 热 的 鲜 血 把 琢 玉 人 和 碎 玉 连 成 一 体 ！,生 命 在 极 快 的 一 瞬 中 结 束 了 ， 他 倒 在 那 残 破 的 宝 船 上 ， 滚 热 的 鲜 血 把 琢 玉 人 和 碎 玉 连 成 一 体 ！
玉器行里，这一点是泾渭分明，回回的铺子里只收回回学徒，汉人的铺子里只收汉人学徒，你们回回的禁忌很多，我不能为了你一个人单开伙啊，还怕别的人跟你不合群儿......,玉器行里，这一点是界限很清晰，回回的铺子里只收回回学徒，汉人的铺子里只收汉人学徒，你们回回的禁忌很多，我不能为了你一个人单开伙啊，还怕别的人跟你不合群儿......,玉 器 行 里 ， 这 一 点 是 泾 渭 分 明 ， 回 回 的 铺 子 里 只 收 回 回 学 徒 ， 汉 人 的 铺 子 里 只 收 汉 人 学 徒 ， 你 们 回 回 的 禁 忌 很 多 ， 我 不 能 为 了 你 一 个 人 单 开 伙 啊 ， 还 怕 别 的 人 跟 你 不 合 群 儿 . . . . . .,玉 器 行 里 ， 这 一 点 是 界 限 很 清 晰 ， 回 回 的 铺 子 里 只 收 回 回 学 徒 ， 汉 人 的 铺 子 里 只 收 汉 人 学 徒 ， 你 们 回 回 的 禁 忌 很 多 ， 我 不 能 为 了 你 一 个 人 单 开 伙 啊 ， 还 怕 别 的 人 跟 你 不 合 群 儿 . . . . . .
请问：又有谁会想到北平有一个奇珍斋和'博雅'宅面手下留情呢？,请问：又有谁会想到北平有一个奇珍斋和'博雅'宅面留情呢？,请 问 ： 又 有 谁 会 想 到 北 平 有 一 个 奇 珍 斋 和 ' 博 雅 ' 宅 面 手 下 留 情 呢 ？,请 问 ： 又 有 谁 会 想 到 北 平 有 一 个 奇 珍 斋 和 ' 博 雅 ' 宅 面 留 情 呢 ？
一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会玉石俱焚，和那一伙强人同归于尽，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。,一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会一起毁灭了，和那一伙强人一起毁灭，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。,一 个 是 冬 生 的 老 母 ， 只 担 心 被 迫 躲 入 老 虎 洞 里 的 冬 生 ， 会 玉 石 俱 焚 ， 和 那 一 伙 强 人 同 归 于 尽 ， 自 己 命 根 子 和 一 切 希 望 从 而 割 断 ， 还 有 一 个 是 一 生 为 人 忠 厚 的 满 老 太 太 ， 以 为 这 件 事 和 田 家 人 结 怨 结 仇 ， 实 在 可 怕 。,一 个 是 冬 生 的 老 母 ， 只 担 心 被 迫 躲 入 老 虎 洞 里 的 冬 生 ， 会 一 起 毁 灭 了 ， 和 那 一 伙 强 人 一 起 毁 灭 ， 自 己 命 根 子 和 一 切 希 望 从 而 割 断 ， 还 有 一 个 是 一 生 为 人 忠 厚 的 满 老 太 太 ， 以 为 这 件 事 和 田 家 人 结 怨 结 仇 ， 实 在 可 怕 。
"""她的这种情绪，当然要引起连锁反应！","""她的这种情绪，当然要引起一系列反应！",""" 她 的 这 种 情 绪 ， 当 然 要 引 起 连 锁 反 应 ！",""" 她 的 这 种 情 绪 ， 当 然 要 引 起 一 系 列 反 应 ！"
那些娘娘们，有的面如死灰，有的大张着黑洞般的嘴巴。,那些娘娘们，有的面色难看，有的大张着黑洞般的嘴巴。,那 些 娘 娘 们 ， 有 的 面 如 死 灰 ， 有 的 大 张 着 黑 洞 般 的 嘴 巴 。,那 些 娘 娘 们 ， 有 的 面 色 难 看 ， 有 的 大 张 着 黑 洞 般 的 嘴 巴 。
小林老婆也上去说，谁反映的这事，就证明谁偷水，不然他怎么会知道偷水的方法，这不是贼喊捉贼是什么？,小林老婆也上去说，谁反映的这事，就证明谁偷水，不然他怎么会知道偷水的方法，这不是故意嫁祸是什么？,小 林 老 婆 也 上 去 说 ， 谁 反 映 的 这 事 ， 就 证 明 谁 偷 水 ， 不 然 他 怎 么 会 知 道 偷 水 的 方 法 ， 这 不 是 贼 喊 捉 贼 是 什 么 ？,小 林 老 婆 也 上 去 说 ， 谁 反 映 的 这 事 ， 就 证 明 谁 偷 水 ， 不 然 他 怎 么 会 知 道 偷 水 的 方 法 ， 这 不 是 故 意 嫁 祸 是 什 么 ？
“嗨，本官用心良苦，惟有皇天可鉴。,“嗨，本官费尽心思，惟有皇天可鉴。,“ 嗨 ， 本 官 用 心 良 苦 ， 惟 有 皇 天 可 鉴 。,“ 嗨 ， 本 官 费 尽 心 思 ， 惟 有 皇 天 可 鉴 。
！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能多快好省，还可以消除一切可能产生的矛盾。,！老街一定是镇政府来改造，由镇政府改造了就能从全镇角度出发，统一规划，并能统一房价，这不但能又快又省钱，还可以消除一切可能产生的矛盾。,！ 老 街 一 定 是 镇 政 府 来 改 造 ， 由 镇 政 府 改 造 了 就 能 从 全 镇 角 度 出 发 ， 统 一 规 划 ， 并 能 统 一 房 价 ， 这 不 但 能 多 快 好 省 ， 还 可 以 消 除 一 切 可 能 产 生 的 矛 盾 。,！ 老 街 一 定 是 镇 政 府 来 改 造 ， 由 镇 政 府 改 造 了 就 能 从 全 镇 角 度 出 发 ， 统 一 规 划 ， 并 能 统 一 房 价 ， 这 不 但 能 又 快 又 省 钱 ， 还 可 以 消 除 一 切 可 能 产 生 的 矛 盾 。
既不能把自己缩小，各处钻营学一只狗摇尾乞怜，又不能把自己放大，到各处地方各样机会上去大吹特吹：生活方便法门原是这两种，就是把卖文章作本行也少不了需要这样本领。,既不能把自己缩小，各处钻营学一只狗摇动着尾巴乞讨食物，又不能把自己放大，到各处地方各样机会上去大吹特吹：生活方便法门原是这两种，就是把卖文章作本行也少不了需要这样本领。,既 不 能 把 自 己 缩 小 ， 各 处 钻 营 学 一 只 狗 摇 尾 乞 怜 ， 又 不 能 把 自 己 放 大 ， 到 各 处 地 方 各 样 机 会 上 去 大 吹 特 吹 ： 生 活 方 便 法 门 原 是 这 两 种 ， 就 是 把 卖 文 章 作 本 行 也 少 不 了 需 要 这 样 本 领 。,既 不 能 把 自 己 缩 小 ， 各 处 钻 营 学 一 只 狗 摇 动 着 尾 巴 乞 讨 食 物 ， 又 不 能 把 自 己 放 大 ， 到 各 处 地 方 各 样 机 会 上 去 大 吹 特 吹 ： 生 活 方 便 法 门 原 是 这 两 种 ， 就 是 把 卖 文 章 作 本 行 也 少 不 了 需 要 这 样 本 领 。
夫人，你还乡之后，把二弟的儿子过继过来一个，让他替你养老送终。,夫人，你还乡之后，把二弟的儿子过继过来一个，让他给你养老。,夫 人 ， 你 还 乡 之 后 ， 把 二 弟 的 儿 子 过 继 过 来 一 个 ， 让 他 替 你 养 老 送 终 。,夫 人 ， 你 还 乡 之 后 ， 把 二 弟 的 儿 子 过 继 过 来 一 个 ， 让 他 给 你 养 老 。
右派分子白石头，这时反戈一击，也冲上去大骂猪蛋，说：,右派分子白石头，这时反过来攻击，也冲上去大骂猪蛋，说：,右 派 分 子 白 石 头 ， 这 时 反 戈 一 击 ， 也 冲 上 去 大 骂 猪 蛋 ， 说 ：,右 派 分 子 白 石 头 ， 这 时 反 过 来 攻 击 ， 也 冲 上 去 大 骂 猪 蛋 ， 说 ：
刘慧芹说这话的时候，有些抱打不平，说：现在年轻人都出去打工了，尽剩些老年人，人老了得有个伴么。,刘慧芹说这话的时候，有些同情，说：现在年轻人都出去打工了，尽剩些老年人，人老了得有个伴么,刘 慧 芹 说 这 话 的 时 候 ， 有 些 抱 打 不 平 ， 说 ： 现 在 年 轻 人 都 出 去 打 工 了 ， 尽 剩 些 老 年 人 ， 人 老 了 得 有 个 伴 么 。,刘 慧 芹 说 这 话 的 时 候 ， 有 些 同 情 ， 说 ： 现 在 年 轻 人 都 出 去 打 工 了 ， 尽 剩 些 老 年 人 ， 人 老 了 得 有 个 伴 么
"""博雅""宅那条百年不朽的木头门槛，像一道凛然界石，把他的灵魂分成了两半，他在界外所设想的一切自我辩解、自我安慰，跨进界内都变得脆弱不堪而且荒谬绝伦。","""博雅""宅那条百年不朽的木头门槛，像一道凛然界石，把他的灵魂分成了两半，他在界外所设想的一切自我辩解、自我安慰，跨进界内都变得脆弱不堪而且可笑极了。",""" 博 雅 "" 宅 那 条 百 年 不 朽 的 木 头 门 槛 ， 像 一 道 凛 然 界 石 ， 把 他 的 灵 魂 分 成 了 两 半 ， 他 在 界 外 所 设 想 的 一 切 自 我 辩 解 、 自 我 安 慰 ， 跨 进 界 内 都 变 得 脆 弱 不 堪 而 且 荒 谬 绝 伦 。",""" 博 雅 "" 宅 那 条 百 年 不 朽 的 木 头 门 槛 ， 像 一 道 凛 然 界 石 ， 把 他 的 灵 魂 分 成 了 两 半 ， 他 在 界 外 所 设 想 的 一 切 自 我 辩 解 、 自 我 安 慰 ， 跨 进 界 内 都 变 得 脆 弱 不 堪 而 且 可 笑 极 了 。"
一个平凡而普通的人，时时都会感到被生活的狂涛巨浪所淹没……,一个平凡而普通的人，时时都会感到被生活的艰难所淹没……,一 个 平 凡 而 普 通 的 人 ， 时 时 都 会 感 到 被 生 活 的 狂 涛 巨 浪 所 淹 没 … …,一 个 平 凡 而 普 通 的 人 ， 时 时 都 会 感 到 被 生 活 的 艰 难 所 淹 没 … …
丁约翰是在英国府摆台，这就大有文章了。,丁约翰是在英国府摆台，这就又要搞其他事情了。,丁 约 翰 是 在 英 国 府 摆 台 ， 这 就 大 有 文 章 了 。,丁 约 翰 是 在 英 国 府 摆 台 ， 这 就 又 要 搞 其 他 事 情 了 。
